FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,MER,MGH,MPA,PED,SAC,SAG,SFE,TAH,TLA,TLI,UIZ,VIF,XAL
04/01/2019,7,64,37,61,62,88,91,19,79,46,-99,82,50,12,42,68,37,-99,-99,-99,124,37,44,55,-99,36,153,239
04/01/2019,8,60,37,78,69,87,118,31,119,61,-99,114,71,9,51,142,53,-99,-99,-99,118,39,52,73,-99,69,134,193
04/01/2019,9,69,43,103,83,99,106,36,196,71,-99,-99,76,-99,63,100,55,-99,-99,-99,141,-99,44,82,-99,74,139,190
04/01/2019,10,74,38,95,74,-99,82,38,77,64,-99,-99,83,-99,76,92,58,-99,-99,-99,140,-99,77,165,-99,93,130,233
04/01/2019,11,88,31,-99,73,-99,52,49,71,88,-99,-99,93,-99,79,92,39,-99,-99,-99,113,-99,97,118,-99,64,133,94
04/01/2019,12,59,46,-99,65,-99,11,46,69,76,-99,-99,56,-99,59,45,47,-99,-99,-99,81,59,74,101,-99,53,77,68
04/01/2019,13,78,72,-99,58,-99,32,47,67,55,-99,-99,57,-99,31,44,66,-99,-99,-99,53,68,43,58,-99,34,26,56
04/01/2019,14,46,54,81,45,103,23,65,59,53,-99,42,45,-99,31,36,72,-99,-99,-99,56,98,32,68,-99,38,29,74
04/01/2019,15,44,54,71,50,118,66,67,53,53,-99,44,55,-99,31,37,67,-99,-99,-99,47,108,21,79,-99,39,49,60
04/01/2019,16,49,58,76,54,94,55,66,47,58,-99,64,59,-99,41,65,78,-99,-99,-99,57,87,63,71,-99,41,54,61
04/01/2019,17,63,63,75,52,93,78,69,-99,56,-99,66,65,-99,43,65,76,-99,-99,-99,55,76,58,62,-99,49,67,90
04/01/2019,18,72,66,85,59,82,87,68,-99,66,-99,88,64,17,48,63,84,-99,-99,-99,97,73,72,64,-99,42,62,100
04/01/2019,19,95,70,86,56,81,64,62,-99,77,-99,55,60,16,62,47,68,-99,-99,-99,129,89,85,83,-99,31,144,97
04/01/2019,20,105,68,123,53,59,53,29,-99,98,-99,52,55,21,54,53,42,-99,-99,-99,110,44,115,89,-99,57,103,90
04/01/2019,21,77,67,97,60,73,51,18,67,79,-99,66,58,23,77,62,73,-99,-99,-99,79,45,112,92,-99,65,46,93
04/01/2019,22,65,70,77,65,76,45,41,90,64,-99,67,64,26,66,83,64,-99,-99,-99,75,63,66,76,-99,57,33,76
04/01/2019,23,61,67,82,69,70,41,51,60,53,-99,61,73,45,89,85,56,-99,-99,-99,79,51,92,73,-99,76,75,61
04/01/2019,24,71,62,78,65,71,39,52,60,49,-99,59,68,46,99,84,51,-99,-99,-99,69,49,82,65,-99,74,59,90
05/01/2019,1,82,53,55,60,71,65,33,61,42,-99,66,74,36,83,83,46,-99,-99,-99,72,45,81,63,-99,92,-99,85
05/01/2019,2,76,44,49,55,62,44,41,45,35,-99,125,59,31,87,76,34,-99,-99,-99,67,36,71,63,-99,87,-99,131
05/01/2019,3,74,46,45,70,60,30,38,54,30,-99,114,63,39,81,92,37,-99,-99,-99,109,33,66,65,-99,91,69,127
05/01/2019,4,71,39,41,61,65,45,34,56,30,-99,91,73,45,68,80,42,-99,-99,-99,199,35,59,33,-99,92,67,102
05/01/2019,5,67,36,47,63,61,61,39,54,28,-99,75,67,39,72,71,44,-99,-99,-99,98,39,57,41,-99,86,38,139
05/01/2019,6,67,37,53,56,49,45,39,47,29,-99,77,66,39,-99,70,34,-99,-99,-99,82,31,48,40,-99,56,77,143
05/01/2019,7,59,34,59,61,54,85,36,55,38,-99,91,74,37,-99,80,54,-99,-99,-99,71,39,53,45,-99,54,75,-99
05/01/2019,8,68,32,68,65,62,95,44,107,53,-99,78,77,35,92,92,66,-99,-99,-99,88,54,61,57,-99,71,88,218
05/01/2019,9,68,60,75,79,106,132,58,216,67,-99,101,87,33,84,107,78,-99,-99,-99,82,49,89,75,-99,79,149,210
05/01/2019,10,73,73,98,78,108,96,66,55,79,-99,135,92,36,82,114,84,-99,-99,-99,106,52,98,75,-99,81,148,180
05/01/2019,11,76,75,80,94,95,111,45,132,96,-99,130,108,36,107,120,93,-99,-99,-99,139,46,84,112,-99,105,116,216
05/01/2019,12,77,68,81,99,91,125,53,98,66,-99,122,108,49,112,117,77,-99,-99,-99,133,76,78,112,-99,120,89,211
05/01/2019,13,76,60,68,78,83,124,47,52,35,-99,107,82,57,86,102,43,-99,-99,-99,103,75,78,83,-99,95,60,160
05/01/2019,14,53,56,62,62,-99,65,48,22,58,-99,80,59,60,59,90,55,-99,-99,-99,60,75,69,77,-99,67,22,60
05/01/2019,15,62,60,51,67,80,91,40,61,56,-99,86,74,60,60,80,51,-99,-99,-99,64,65,80,75,-99,65,47,66
05/01/2019,16,59,61,55,71,91,106,44,65,47,-99,80,72,59,62,87,64,-99,-99,-99,-99,56,94,73,-99,62,53,66
05/01/2019,17,51,57,56,71,70,118,63,78,49,-99,68,70,65,73,88,72,-99,-99,-99,-99,65,53,48,-99,56,55,51
05/01/2019,18,59,73,82,67,58,70,47,48,45,-99,48,57,71,83,77,59,-99,-99,-99,-99,61,152,53,-99,47,90,62
05/01/2019,19,88,75,87,58,75,75,54,75,71,-99,83,69,56,74,86,52,-99,-99,-99,-99,66,141,74,-99,69,60,96
05/01/2019,20,77,69,97,67,82,56,60,77,70,-99,70,70,51,107,94,68,-99,-99,-99,-99,71,96,65,-99,65,37,73
05/01/2019,21,56,70,73,50,65,67,59,50,54,-99,58,53,56,90,78,41,-99,-99,-99,-99,68,73,56,-99,56,40,63
05/01/2019,22,59,67,73,56,48,71,50,36,57,-99,55,54,49,71,66,52,-99,-99,-99,-99,59,24,52,-99,52,83,80
05/01/2019,23,46,49,55,55,65,55,51,25,41,-99,61,55,38,71,64,49,-99,-99,-99,-99,49,62,47,-99,64,61,77
05/01/2019,24,49,40,45,45,62,49,43,33,33,-99,59,45,28,66,63,41,-99,-99,-99,-99,42,56,52,-99,61,66,87
06/01/2019,1,63,39,42,40,45,41,50,56,32,-99,58,45,24,70,65,35,-99,-99,-99,82,30,56,38,-99,58,42,76
06/01/2019,2,76,38,33,38,39,45,33,38,26,-99,54,42,29,64,51,31,-99,-99,-99,68,25,43,35,-99,43,47,73
06/01/2019,3,74,34,32,46,32,24,35,26,24,-99,59,33,33,69,41,30,-99,-99,-99,56,27,79,24,-99,56,55,72
06/01/2019,4,69,26,30,53,58,25,34,24,23,-99,57,52,35,66,63,29,-99,-99,-99,69,32,38,24,-99,60,71,73
06/01/2019,5,56,28,26,44,47,37,37,29,22,-99,58,60,29,76,67,35,-99,-99,-99,94,34,58,28,-99,78,74,65
06/01/2019,6,55,29,26,44,41,73,37,22,22,-99,67,55,20,82,66,32,-99,-99,-99,76,-99,58,24,-99,57,57,88
06/01/2019,7,55,33,31,48,41,73,25,31,27,-99,79,61,19,76,88,39,-99,-99,-99,81,-99,58,20,-99,67,50,80
06/01/2019,8,52,33,38,54,60,73,30,49,37,-99,71,79,25,78,94,41,-99,-99,-99,101,-99,68,40,-99,74,97,99
06/01/2019,9,72,34,56,66,72,101,38,124,51,-99,84,81,29,86,86,49,-99,-99,-99,92,-99,115,38,-99,81,107,117
06/01/2019,10,64,46,61,75,66,74,32,21,60,-99,92,84,33,73,90,56,-99,-99,-99,82,36,106,54,-99,80,119,114
06/01/2019,11,69,57,53,74,72,72,41,62,57,-99,90,94,43,82,98,56,-99,-99,-99,108,39,82,79,-99,93,116,87
06/01/2019,12,74,49,50,60,66,98,35,63,39,-99,74,69,41,72,81,48,-99,-99,-99,111,61,48,61,-99,73,78,94
06/01/2019,13,76,56,42,55,59,52,36,46,37,-99,73,46,43,54,63,41,-99,-99,-99,84,65,46,55,-99,61,34,119
06/01/2019,14,44,46,45,45,65,29,38,20,40,-99,80,42,43,45,59,50,-99,-99,-99,61,57,25,44,-99,51,18,67
06/01/2019,15,35,43,43,48,57,44,40,12,36,-99,35,42,40,38,64,36,-99,-99,-99,39,64,50,46,-99,69,-99,42
06/01/2019,16,40,37,33,34,43,34,44,32,26,-99,33,31,36,46,49,52,-99,-99,-99,51,44,61,35,-99,46,21,14
06/01/2019,17,51,50,48,36,37,47,32,24,31,-99,39,39,39,42,38,33,-99,-99,-99,63,33,12,49,-99,43,37,47
06/01/2019,18,58,46,55,44,53,69,42,18,50,-99,52,41,33,58,48,54,-99,-99,-99,63,45,56,36,-99,39,26,54
06/01/2019,19,66,49,60,46,52,198,51,68,71,-99,51,48,37,73,44,43,-99,-99,-99,51,49,122,36,-99,67,114,54
06/01/2019,20,80,49,77,44,47,65,46,111,63,-99,50,53,40,66,59,44,-99,-99,-99,65,54,119,66,-99,41,85,70
06/01/2019,21,72,43,60,58,51,28,45,90,57,-99,60,53,40,69,61,47,-99,-99,-99,77,55,114,68,-99,53,86,66
06/01/2019,22,54,43,60,42,54,114,45,74,56,-99,56,46,29,67,72,44,-99,-99,-99,64,37,38,60,-99,50,125,51
06/01/2019,23,57,35,46,43,56,20,46,62,43,-99,50,46,36,65,59,52,-99,-99,-99,67,41,37,53,-99,55,110,36
06/01/2019,24,56,35,47,47,64,42,50,51,37,-99,70,52,30,76,70,45,-99,-99,-99,77,39,64,39,-99,53,113,83
07/01/2019,1,68,27,37,41,39,38,54,42,34,-99,72,50,18,76,74,34,-99,-99,-99,58,20,54,28,-99,47,69,88
07/01/2019,2,66,21,33,42,52,41,30,31,27,-99,60,49,17,66,58,44,-99,-99,-99,98,24,50,31,-99,51,54,89
07/01/2019,3,69,28,28,42,50,44,20,40,24,-99,69,48,17,56,73,33,-99,-99,-99,57,15,46,31,-99,49,68,80
07/01/2019,4,66,27,29,49,52,45,20,47,21,-99,81,56,16,63,73,22,-99,-99,-99,90,19,60,33,-99,54,69,97
07/01/2019,5,41,30,33,42,47,35,19,47,22,-99,75,65,17,69,75,29,-99,-99,-99,91,15,31,25,-99,63,72,89
07/01/2019,6,49,25,41,55,39,72,23,63,25,-99,69,78,16,80,96,37,-99,-99,-99,78,24,43,36,-99,68,81,133
07/01/2019,7,53,21,63,70,48,56,16,83,47,-99,83,85,17,86,119,56,-99,-99,-99,71,39,63,44,-99,75,65,243
07/01/2019,8,60,29,115,80,86,105,36,131,59,-99,101,93,18,97,141,67,-99,-99,-99,70,42,83,56,-99,84,107,216
07/01/2019,9,71,32,87,84,85,120,32,167,90,-99,112,94,39,114,130,79,-99,-99,-99,168,45,147,84,-99,107,124,211
07/01/2019,10,87,30,84,79,110,147,29,90,93,-99,122,104,30,92,136,101,-99,-99,-99,143,34,104,76,-99,84,147,203
07/01/2019,11,58,50,96,84,127,148,31,131,88,-99,129,110,32,101,141,73,-99,-99,-99,144,41,117,75,-99,111,115,188
07/01/2019,12,50,26,109,82,109,107,30,-99,62,-99,155,95,33,113,130,82,-99,-99,-99,92,42,58,81,-99,106,93,137
07/01/2019,13,52,39,61,71,75,-99,41,-99,27,-99,68,69,68,79,83,62,-99,-99,-99,80,35,39,51,-99,73,45,68
07/01/2019,14,53,56,75,43,87,-99,39,-99,58,-99,69,44,43,50,57,46,-99,-99,-99,72,38,73,59,-99,68,-99,78
07/01/2019,15,49,55,59,54,66,-99,53,65,60,-99,58,60,63,54,82,49,-99,-99,-99,65,38,74,58,-99,59,49,63
07/01/2019,16,49,65,56,63,51,-99,55,52,47,-99,47,51,62,62,56,49,-99,-99,-99,53,72,74,55,-99,59,57,62
07/01/2019,17,42,63,61,56,56,-99,59,54,49,-99,46,60,47,58,57,46,-99,-99,-99,54,62,35,54,-99,50,48,79
07/01/2019,18,55,58,50,53,51,-99,56,73,50,-99,50,50,46,67,59,50,-99,-99,-99,55,48,84,55,-99,50,17,60
07/01/2019,19,58,53,57,45,53,-99,51,111,36,-99,60,40,45,70,62,34,-99,-99,-99,69,44,53,55,-99,95,50,74
07/01/2019,20,63,45,60,45,56,-99,35,67,54,-99,57,50,39,72,67,35,-99,-99,-99,86,44,33,53,-99,53,72,65
07/01/2019,21,65,42,69,41,51,-99,42,63,56,-99,50,43,36,74,69,40,-99,-99,-99,81,42,51,59,-99,44,98,56
07/01/2019,22,57,43,54,42,36,-99,41,54,57,-99,43,39,36,58,47,37,-99,-99,-99,53,42,58,52,-99,46,59,44
07/01/2019,23,48,41,57,43,52,-99,40,64,52,-99,32,42,35,66,46,39,-99,-99,-99,54,41,62,53,-99,44,59,36
07/01/2019,24,54,35,39,43,52,-99,35,82,37,-99,49,46,30,56,60,32,-99,-99,-99,46,35,51,54,-99,45,83,62
08/01/2019,1,47,25,26,43,60,-99,21,64,25,-99,47,49,17,64,70,28,-99,-99,-99,41,21,-99,62,-99,51,99,43
08/01/2019,2,63,24,22,30,42,31,23,45,16,-99,44,48,6,58,54,29,-99,-99,-99,73,15,-99,21,-99,52,27,53
08/01/2019,3,72,20,23,27,27,47,16,33,8,-99,44,38,7,34,66,17,-99,-99,-99,-99,9,-99,17,-99,40,53,132
08/01/2019,4,40,23,21,22,23,30,14,30,12,-99,62,29,12,36,63,31,-99,-99,-99,-99,11,52,16,-99,50,51,113
08/01/2019,5,56,29,17,16,35,73,13,42,9,-99,54,30,8,50,62,22,-99,-99,-99,-99,9,34,20,-99,58,61,84
08/01/2019,6,41,29,27,41,27,51,15,43,32,-99,50,47,6,69,60,29,-99,-99,-99,-99,18,63,23,-99,46,119,124
08/01/2019,7,46,28,45,34,39,111,23,73,33,-99,68,77,6,63,88,38,-99,-99,-99,-99,23,50,35,-99,47,77,144
08/01/2019,8,59,34,64,59,70,94,21,89,53,-99,95,91,9,76,99,42,-99,-99,-99,-99,37,100,64,-99,68,100,251
08/01/2019,9,66,45,83,89,70,128,33,159,65,-99,117,88,38,81,110,64,-99,-99,-99,-99,38,134,93,-99,72,119,253
08/01/2019,10,88,53,87,85,106,125,40,91,83,-99,110,85,20,75,101,90,-99,-99,-99,-99,48,110,80,-99,51,84,178
08/01/2019,11,55,51,52,75,105,167,63,69,56,-99,99,86,19,65,89,102,-99,-99,-99,64,54,72,87,-99,46,74,132
08/01/2019,12,19,67,76,78,89,122,67,56,31,-99,97,83,13,65,92,85,-99,-99,-99,68,69,35,104,-99,65,-99,107
08/01/2019,13,30,63,52,82,116,59,63,31,35,-99,132,82,30,72,103,82,-99,-99,-99,69,47,56,52,-99,72,-99,82
08/01/2019,14,32,59,26,78,85,13,38,25,32,-99,94,95,29,70,105,44,-99,-99,-99,61,40,22,41,-99,70,-99,50
08/01/2019,15,41,70,39,82,67,41,36,28,25,-99,45,85,23,62,67,50,-99,-99,-99,70,60,65,42,-99,64,-99,64
08/01/2019,16,31,76,47,52,38,100,45,64,40,-99,40,57,34,38,64,47,-99,-99,-99,48,72,42,49,-99,47,91,52
08/01/2019,17,52,58,74,54,55,57,44,79,43,-99,58,50,57,47,66,54,-99,-99,-99,80,48,39,57,-99,47,18,82
08/01/2019,18,83,53,69,71,87,117,56,75,84,-99,77,59,51,60,-99,66,-99,-99,-99,102,50,53,93,-99,83,114,130
08/01/2019,19,133,77,74,61,61,-99,67,100,69,-99,73,56,62,100,-99,67,-99,-99,-99,-99,70,127,96,-99,-99,48,90
08/01/2019,20,88,80,70,51,74,106,36,79,53,-99,56,52,56,72,-99,60,-99,-99,-99,78,66,107,76,-99,67,88,57
08/01/2019,21,95,60,49,57,63,65,37,84,36,-99,36,59,35,63,57,38,-99,-99,-99,60,43,82,57,-99,59,85,40
08/01/2019,22,69,31,86,35,43,42,26,107,59,-99,47,39,20,70,60,30,-99,-99,-99,52,32,36,60,-99,65,60,38
08/01/2019,23,53,20,47,27,53,114,22,93,45,-99,40,43,15,52,33,35,-99,-99,-99,43,35,26,43,-99,50,175,95
08/01/2019,24,76,19,43,34,39,82,18,74,33,-99,40,39,15,51,57,23,-99,-99,-99,43,22,45,45,-99,50,104,59
09/01/2019,1,79,17,27,35,-99,64,25,73,19,-99,46,33,12,48,47,22,-99,-99,-99,32,17,73,38,-99,52,96,32
09/01/2019,2,64,13,12,25,-99,56,17,66,13,-99,49,30,10,47,45,15,-99,-99,-99,36,13,48,22,-99,69,62,91
09/01/2019,3,50,14,5,23,-99,53,16,62,12,-99,47,27,14,38,48,11,-99,-99,-99,40,12,42,15,-99,85,51,84
09/01/2019,4,48,15,10,25,-99,42,11,48,11,-99,63,32,15,38,58,28,-99,-99,-99,43,13,63,30,-99,74,14,102
09/01/2019,5,50,16,14,46,-99,57,17,50,15,-99,54,41,14,57,54,27,-99,-99,-99,46,17,41,24,-99,52,35,90
09/01/2019,6,55,14,26,53,-99,82,8,51,26,-99,52,54,14,60,43,30,-99,-99,-99,52,20,56,23,-99,38,20,92
09/01/2019,7,50,18,42,58,-99,106,20,59,47,-99,71,54,15,50,74,57,-99,-99,-99,79,26,90,30,-99,48,43,84
