FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,MER,MGH,MPA,PED,SAC,SAG,SFE,TAH,TLA,TLI,UIZ,VIF,XAL
05/04/2019,23,41,60,41,-99,56,-99,49,32,33,-99,51,40,44,51,50,-99,-99,42,-99,-99,49,65,-99,38,59,-99,67
05/04/2019,24,37,56,68,-99,60,-99,36,40,40,-99,50,43,34,55,49,-99,-99,52,-99,-99,45,62,-99,40,58,-99,61
06/04/2019,1,49,45,55,-99,44,-99,33,56,44,-99,46,41,27,49,54,39,-99,52,-99,-99,43,80,63,43,50,-99,51
06/04/2019,2,47,50,52,-99,45,-99,47,47,41,-99,51,44,24,43,51,46,-99,44,-99,-99,41,79,63,39,63,-99,73
06/04/2019,3,45,53,35,-99,59,-99,28,28,39,-99,59,53,23,60,54,49,-99,45,-99,-99,31,73,60,67,77,-99,71
06/04/2019,4,52,47,37,-99,78,-99,31,41,18,-99,53,60,28,68,65,56,-99,35,-99,-99,33,72,56,29,73,-99,74
06/04/2019,5,53,50,47,-99,68,-99,31,50,28,-99,53,63,28,71,70,41,-99,29,-99,-99,27,71,45,78,59,-99,95
06/04/2019,6,57,45,50,-99,63,-99,15,37,23,-99,76,69,26,74,79,32,-99,38,-99,-99,29,49,51,76,56,-99,109
06/04/2019,7,65,43,43,-99,73,-99,25,52,44,-99,72,51,28,54,75,35,-99,44,-99,-99,35,62,57,68,46,-99,112
06/04/2019,8,65,48,77,-99,67,-99,33,-99,58,-99,64,51,35,41,63,40,-99,43,-99,-99,36,100,60,68,56,-99,104
06/04/2019,9,53,45,81,-99,60,-99,36,32,54,-99,65,47,32,41,59,35,-99,47,-99,-99,80,82,72,53,54,-99,92
06/04/2019,10,53,35,62,-99,49,-99,29,91,28,-99,64,43,27,38,48,37,-99,45,-99,-99,42,54,66,83,46,-99,75
06/04/2019,11,52,43,64,-99,36,-99,31,11,34,-99,43,37,37,40,44,39,-99,43,-99,-99,72,48,51,31,39,-99,74
06/04/2019,12,41,41,57,-99,42,-99,35,30,34,-99,44,43,42,43,41,43,-99,40,-99,-99,-99,52,52,38,47,-99,62
06/04/2019,13,41,43,34,-99,50,-99,36,38,33,-99,51,48,42,40,49,38,-99,39,-99,-99,55,47,62,33,48,-99,70
06/04/2019,14,45,46,31,-99,49,-99,62,56,36,-99,49,44,-99,47,63,32,-99,39,-99,-99,43,63,64,35,62,-99,61
06/04/2019,15,78,50,35,-99,50,-99,42,75,38,-99,58,52,56,51,49,38,-99,89,-99,-99,45,58,45,26,75,-99,112
06/04/2019,16,82,60,40,-99,53,-99,52,75,-99,-99,62,57,53,58,81,42,-99,53,-99,-99,46,47,55,119,-99,-99,87
06/04/2019,17,66,42,93,-99,44,-99,61,90,-99,-99,61,41,47,54,64,36,-99,52,-99,-99,39,72,59,42,-99,-99,80
06/04/2019,18,55,41,45,-99,49,-99,58,62,69,-99,57,56,42,61,70,38,-99,35,-99,-99,26,56,55,81,-99,-99,73
06/04/2019,19,64,38,28,-99,48,-99,37,5,48,-99,57,41,34,52,56,31,-99,46,-99,-99,24,46,50,53,41,-99,70
06/04/2019,20,65,41,28,-99,36,-99,44,17,42,-99,56,36,41,58,41,28,-99,35,-99,-99,40,45,53,2,37,-99,57
06/04/2019,21,78,37,26,-99,43,-99,43,40,38,-99,43,34,48,54,43,28,-99,35,-99,-99,35,59,41,42,41,-99,66
06/04/2019,22,67,34,26,-99,39,-99,29,68,43,-99,38,29,36,39,36,26,-99,32,-99,-99,28,75,40,37,44,-99,71
06/04/2019,23,71,40,23,-99,25,-99,27,48,45,-99,37,30,28,37,34,26,-99,30,-99,-99,31,82,30,42,54,-99,70
06/04/2019,24,85,43,39,-99,24,-99,30,61,26,-99,36,26,36,45,41,23,-99,39,-99,-99,25,80,42,43,55,-99,63
07/04/2019,1,84,32,23,-99,37,-99,19,55,33,-99,33,24,28,56,33,20,-99,27,-99,-99,31,75,47,63,67,-99,46
07/04/2019,2,70,44,34,-99,36,-99,15,54,34,-99,35,21,20,26,26,18,-99,34,-99,-99,22,60,39,32,59,-99,56
07/04/2019,3,61,40,25,-99,15,-99,24,42,28,-99,29,34,21,32,33,18,-99,32,-99,-99,20,54,46,54,56,-99,71
07/04/2019,4,57,42,29,-99,18,-99,17,39,29,-99,29,48,19,50,51,16,-99,33,-99,-99,19,64,40,36,64,-99,64
07/04/2019,5,55,33,24,-99,28,-99,20,50,28,-99,41,46,18,55,52,19,-99,29,-99,-99,26,55,39,63,53,-99,84
07/04/2019,6,64,37,35,-99,30,-99,18,73,30,-99,47,45,16,58,58,23,-99,31,-99,-99,21,54,31,70,65,-99,105
07/04/2019,7,60,38,32,-99,35,-99,24,79,40,-99,67,53,18,60,63,31,-99,25,-99,-99,25,66,38,74,60,-99,111
07/04/2019,8,58,41,50,-99,64,-99,18,106,65,-99,75,55,18,61,75,39,-99,29,-99,-99,30,85,59,91,77,-99,113
07/04/2019,9,63,52,78,-99,77,-99,18,46,48,-99,77,64,24,53,79,41,-99,34,-99,-99,31,65,79,76,62,-99,91
07/04/2019,10,61,43,64,-99,57,-99,26,35,57,-99,54,56,23,60,76,36,-99,43,-99,-99,45,95,64,48,71,-99,56
07/04/2019,11,50,46,37,-99,53,-99,33,40,29,-99,46,45,29,61,59,32,-99,37,-99,-99,43,56,54,20,52,-99,52
07/04/2019,12,30,39,24,-99,47,-99,37,33,28,-99,38,32,38,41,42,32,-99,41,-99,-99,40,1,39,10,44,-99,41
07/04/2019,13,29,44,28,-99,38,-99,35,25,25,-99,38,32,36,30,36,26,-99,30,-99,-99,29,33,40,17,37,-99,41
07/04/2019,14,36,35,28,-99,34,-99,30,24,30,-99,33,32,43,35,31,29,-99,43,-99,-99,39,52,45,33,-99,-99,43
07/04/2019,15,38,51,31,-99,40,-99,40,38,33,-99,39,24,41,39,42,38,-99,60,-99,-99,61,47,46,27,48,-99,47
07/04/2019,16,48,51,44,-99,43,-99,42,34,40,-99,51,53,44,42,46,40,-99,54,-99,-99,56,54,46,29,49,-99,54
07/04/2019,17,63,50,46,-99,47,-99,38,29,34,-99,52,42,44,51,52,38,-99,47,-99,-99,49,62,49,52,68,-99,82
07/04/2019,18,74,45,53,-99,50,-99,42,36,48,-99,48,52,34,60,71,45,-99,33,-99,-99,60,88,73,79,64,-99,69
07/04/2019,19,87,37,87,-99,45,-99,48,64,50,-99,48,52,40,48,59,32,-99,34,-99,-99,58,81,57,79,36,-99,54
07/04/2019,20,107,32,77,-99,33,-99,47,123,49,-99,37,55,39,41,56,28,-99,21,-99,-99,43,68,63,53,33,-99,43
07/04/2019,21,57,29,87,-99,34,-99,43,78,36,-99,44,31,47,43,46,31,-99,31,-99,-99,38,61,69,23,34,-99,37
07/04/2019,22,45,24,17,-99,43,-99,34,38,28,-99,38,34,41,44,29,26,-99,32,-99,-99,29,84,46,102,45,-99,40
07/04/2019,23,44,23,18,-99,42,-99,24,94,22,-99,38,33,27,32,31,21,-99,29,-99,-99,29,72,44,69,37,-99,45
07/04/2019,24,44,21,31,-99,28,-99,18,85,19,-99,50,23,24,26,27,23,-99,21,-99,-99,22,62,28,71,30,-99,59
08/04/2019,1,38,25,67,-99,26,-99,21,50,25,-99,47,22,18,28,26,18,-99,19,-99,-99,25,69,38,73,37,-99,70
08/04/2019,2,56,40,20,-99,19,-99,24,54,26,-99,48,27,21,30,35,19,-99,25,-99,-99,23,73,38,63,53,-99,69
08/04/2019,3,55,41,66,-99,31,-99,18,44,34,-99,46,31,20,45,40,25,-99,26,-99,-99,24,70,51,54,54,-99,64
08/04/2019,4,52,37,80,-99,30,-99,16,63,78,-99,46,42,19,47,40,26,-99,25,-99,-99,28,62,49,17,69,-99,52
08/04/2019,5,56,35,44,-99,49,-99,41,18,43,-99,60,44,20,55,58,35,-99,33,-99,-99,31,68,44,71,59,-99,81
08/04/2019,6,54,34,11,-99,56,-99,38,33,34,-99,64,53,21,57,65,30,-99,34,-99,-99,37,92,44,76,69,-99,80
08/04/2019,7,68,35,68,-99,59,-99,50,90,65,-99,65,52,21,64,71,36,-99,41,-99,-99,44,138,68,55,71,-99,84
08/04/2019,8,86,50,80,-99,67,-99,50,141,73,-99,69,57,65,64,74,47,-99,47,-99,-99,45,117,61,117,70,-99,113
08/04/2019,9,85,56,106,-99,80,-99,47,40,92,-99,88,63,27,62,75,50,-99,50,-99,-99,65,111,84,120,78,-99,114
08/04/2019,10,57,68,75,-99,99,-99,45,48,57,-99,92,68,25,66,82,56,-99,55,-99,-99,84,-99,97,53,77,-99,108
08/04/2019,11,59,72,44,-99,94,-99,60,-99,53,-99,93,72,34,88,81,65,-99,74,-99,-99,58,-99,76,53,75,-99,114
08/04/2019,12,40,77,41,-99,63,-99,59,-99,25,-99,95,80,47,72,78,48,-99,53,-99,-99,49,66,72,6,72,-99,95
08/04/2019,13,42,73,52,-99,58,-99,60,-99,48,-99,76,65,55,47,76,53,-99,62,-99,-99,65,47,64,17,58,-99,72
08/04/2019,14,45,73,38,-99,57,-99,54,27,61,-99,70,73,53,62,65,51,-99,73,-99,-99,77,54,53,33,71,-99,-99
08/04/2019,15,-99,78,37,-99,67,-99,55,47,60,-99,64,72,65,68,86,51,-99,-99,-99,-99,-99,120,56,30,65,-99,68
08/04/2019,16,34,71,47,-99,71,-99,68,53,-99,-99,66,68,-99,69,58,56,-99,-99,-99,-99,-99,25,102,57,74,-99,61
08/04/2019,17,74,50,92,-99,72,-99,63,19,-99,-99,85,55,-99,90,-99,53,-99,-99,-99,-99,-99,80,67,53,39,-99,98
08/04/2019,18,109,24,54,-99,51,-99,45,157,73,-99,58,36,-99,50,44,33,-99,-99,-99,-99,44,58,87,86,-99,-99,90
08/04/2019,19,60,35,115,-99,58,-99,43,59,60,-99,63,32,39,44,52,32,-99,36,-99,-99,43,46,76,136,-99,-99,77
08/04/2019,20,61,46,56,-99,63,-99,50,10,56,-99,46,52,48,68,67,44,-99,39,-99,-99,47,114,53,34,-99,-99,54
08/04/2019,21,20,42,48,-99,45,-99,36,23,41,-99,33,32,40,54,28,27,-99,40,-99,-99,37,35,33,38,-99,-99,26
08/04/2019,22,23,38,28,-99,26,-99,19,17,33,-99,20,28,29,28,16,23,-99,28,-99,-99,31,33,28,18,-99,-99,30
08/04/2019,23,19,31,9,-99,32,-99,26,9,7,-99,18,27,33,31,20,18,-99,18,-99,-99,24,36,26,22,-99,-99,23
08/04/2019,24,18,18,25,-99,30,-99,18,20,17,-99,18,20,25,27,27,21,-99,26,-99,-99,21,34,32,16,-99,-99,34
09/04/2019,1,18,19,17,-99,28,-99,21,-99,20,-99,17,22,21,23,21,22,-99,18,-99,-99,20,11,39,4,-99,-99,35
09/04/2019,2,18,21,6,-99,18,-99,25,-99,3,-99,15,18,22,19,23,20,-99,23,-99,-99,27,14,31,2,-99,-99,26
09/04/2019,3,13,16,24,-99,20,-99,24,-99,12,-99,17,22,21,39,23,19,-99,18,-99,-99,22,21,36,-99,-99,-99,12
09/04/2019,4,12,20,21,-99,21,-99,25,-99,12,-99,17,15,21,84,16,22,-99,12,-99,-99,20,16,30,13,-99,-99,17
09/04/2019,5,23,20,11,-99,30,-99,25,-99,18,-99,23,28,21,45,25,23,-99,24,-99,-99,17,13,19,17,-99,-99,32
09/04/2019,6,24,25,32,-99,35,-99,28,-99,44,-99,35,30,22,26,28,24,-99,23,-99,-99,19,22,39,29,-99,-99,58
09/04/2019,7,23,29,54,-99,40,-99,29,-99,54,-99,43,34,23,41,44,35,-99,29,-99,-99,30,45,42,52,-99,-99,64
09/04/2019,8,25,40,38,-99,47,-99,34,-99,49,-99,39,53,20,59,58,33,-99,32,-99,-99,38,79,51,26,-99,-99,55
09/04/2019,9,27,35,50,-99,50,-99,30,-99,32,-99,52,56,23,52,58,37,-99,44,-99,-99,36,232,64,46,-99,-99,92
09/04/2019,10,20,35,-99,-99,63,-99,42,-99,31,-99,54,27,24,46,30,35,-99,38,-99,-99,32,71,76,55,-99,-99,67
09/04/2019,11,25,44,-99,-99,57,-99,38,-99,50,-99,64,42,28,60,65,46,-99,-99,-99,-99,37,45,84,14,-99,-99,78
09/04/2019,12,22,58,-99,-99,40,-99,45,-99,-99,-99,42,58,43,47,69,39,-99,-99,-99,-99,57,35,48,3,-99,-99,56
09/04/2019,13,18,36,58,-99,31,-99,39,-99,-99,-99,31,46,41,46,34,28,-99,-99,-99,-99,20,31,31,-99,-99,-99,40
09/04/2019,14,16,38,44,-99,31,-99,39,-99,-99,-99,25,19,37,32,36,50,-99,-99,-99,-99,35,43,38,-99,-99,-99,40
09/04/2019,15,18,33,51,-99,35,-99,32,11,-99,-99,25,32,34,28,34,30,-99,29,-99,-99,34,30,28,-99,-99,-99,28
09/04/2019,16,19,22,47,-99,27,-99,23,26,61,-99,41,24,28,25,33,25,-99,30,-99,-99,61,29,35,23,-99,-99,36
09/04/2019,17,17,39,40,-99,37,-99,32,9,58,-99,-99,29,37,33,41,31,-99,38,-99,-99,26,27,47,25,-99,-99,43
09/04/2019,18,25,43,29,-99,38,-99,34,5,70,-99,-99,28,29,36,38,29,-99,37,-99,-99,22,42,34,6,-99,-99,42
09/04/2019,19,39,41,39,-99,35,-99,26,52,78,-99,-99,27,30,38,27,27,-99,31,-99,-99,21,51,38,20,-99,-99,48
09/04/2019,20,46,38,51,-99,30,-99,40,77,54,-99,-99,-99,33,34,30,24,-99,34,-99,-99,33,77,50,123,-99,-99,45
09/04/2019,21,30,29,57,-99,43,-99,53,84,48,-99,30,25,36,26,28,28,-99,26,-99,-99,33,71,23,58,-99,-99,37
09/04/2019,22,35,25,45,-99,39,-99,34,48,39,-99,28,23,22,45,26,22,-99,23,-99,-99,32,50,29,30,-99,-99,34
09/04/2019,23,50,25,33,-99,33,-99,31,33,38,-99,26,24,26,31,30,24,-99,27,-99,-99,31,56,20,31,-99,-99,35
09/04/2019,24,28,22,31,-99,35,-99,-99,18,44,-99,23,25,14,-99,36,25,-99,24,-99,-99,26,34,34,2,-99,-99,24
10/04/2019,1,43,23,24,-99,46,-99,27,6,24,-99,26,29,18,37,41,24,-99,20,-99,-99,26,31,32,5,-99,-99,33
10/04/2019,2,31,17,23,-99,35,-99,24,24,20,-99,26,29,22,40,34,30,-99,16,-99,-99,19,44,20,16,-99,-99,58
10/04/2019,3,41,16,28,-99,36,-99,19,20,17,-99,26,29,29,36,41,27,-99,14,-99,-99,23,37,40,22,-99,-99,59
10/04/2019,4,33,20,23,-99,40,-99,15,32,18,-99,33,39,30,39,62,23,-99,19,-99,-99,23,41,28,33,-99,-99,51
10/04/2019,5,34,24,27,-99,51,-99,29,23,28,-99,26,40,28,42,43,22,-99,22,-99,-99,33,46,38,42,-99,-99,87
10/04/2019,6,41,18,37,-99,54,-99,37,41,54,-99,43,43,22,38,53,36,-99,28,-99,-99,33,87,46,45,-99,-99,111
10/04/2019,7,53,23,82,-99,74,-99,44,47,90,-99,56,57,15,51,97,50,-99,39,-99,-99,36,-99,52,79,-99,-99,144
10/04/2019,8,58,29,90,-99,92,-99,43,110,111,-99,67,72,21,74,69,39,-99,42,-99,-99,32,-99,72,132,-99,-99,168
10/04/2019,9,53,38,72,-99,90,-99,31,70,68,-99,94,54,24,61,78,45,-99,41,-99,-99,45,-99,66,104,-99,-99,132
10/04/2019,10,44,42,41,-99,101,-99,33,48,54,-99,62,40,24,60,81,-99,-99,51,-99,-99,36,71,64,116,-99,-99,100
10/04/2019,11,37,47,50,-99,62,-99,41,43,42,-99,60,42,23,64,74,-99,-99,49,-99,-99,51,5,62,38,-99,-99,78
10/04/2019,12,44,38,36,-99,52,-99,50,37,32,-99,29,40,46,43,49,-99,-99,43,-99,-99,49,29,47,21,-99,-99,69
10/04/2019,13,34,53,37,-99,40,-99,47,34,31,-99,46,48,38,39,49,-99,-99,52,-99,-99,56,41,50,33,-99,-99,74
10/04/2019,14,25,56,43,-99,46,-99,59,10,33,-99,50,49,44,44,54,46,-99,58,-99,-99,67,46,41,28,-99,-99,72
10/04/2019,15,26,70,52,-99,57,-99,55,12,41,-99,63,49,40,45,71,47,-99,56,-99,-99,70,59,59,30,-99,-99,66
10/04/2019,16,34,65,55,-99,59,-99,60,19,49,-99,61,59,50,48,72,49,-99,56,-99,-99,72,60,56,42,-99,-99,63
10/04/2019,17,52,66,51,-99,56,-99,56,27,74,-99,56,65,61,52,65,52,-99,60,-99,-99,73,97,57,36,-99,-99,61
10/04/2019,18,42,66,60,-99,59,-99,54,24,93,-99,70,59,60,67,74,53,-99,56,-99,-99,77,83,58,36,-99,-99,60
10/04/2019,19,67,60,70,-99,57,-99,48,86,95,-99,82,65,47,76,77,53,-99,54,-99,-99,66,73,70,40,-99,-99,101
10/04/2019,20,126,52,70,-99,55,-99,47,56,71,-99,62,58,40,59,76,43,-99,55,-99,-99,52,66,70,139,-99,-99,85
10/04/2019,21,82,38,56,-99,48,-99,45,71,56,-99,47,44,37,45,44,37,-99,37,-99,-99,47,72,73,55,-99,-99,63
10/04/2019,22,62,37,43,-99,48,-99,43,66,55,-99,49,41,36,36,44,40,-99,33,-99,-99,40,54,66,37,-99,-99,56
10/04/2019,23,60,38,41,-99,48,-99,35,70,45,-99,45,36,23,41,42,31,-99,35,-99,-99,34,51,52,40,-99,-99,48
10/04/2019,24,57,34,45,-99,30,-99,29,67,30,-99,39,32,27,38,49,27,-99,28,-99,-99,27,38,52,25,-99,-99,43
11/04/2019,1,57,32,39,-99,39,-99,30,62,30,-99,-99,34,23,37,43,25,-99,29,-99,-99,30,29,57,29,-99,64,41
11/04/2019,2,55,32,35,-99,29,-99,22,46,38,-99,-99,34,24,43,32,26,-99,30,-99,-99,24,65,60,27,-99,51,56
11/04/2019,3,68,31,38,-99,30,-99,39,30,32,-99,-99,34,23,38,39,25,-99,30,-99,-99,27,62,49,31,-99,61,61
11/04/2019,4,69,33,37,-99,46,-99,30,46,32,-99,-99,32,23,45,43,23,-99,27,-99,-99,28,63,55,34,-99,73,55
11/04/2019,5,70,33,41,-99,34,-99,36,43,44,-99,-99,40,23,52,53,26,-99,26,-99,-99,29,54,59,49,-99,68,102
11/04/2019,6,78,31,55,-99,65,-99,37,82,71,-99,-99,49,23,52,76,27,-99,37,-99,-99,33,73,63,71,-99,76,104
11/04/2019,7,101,34,89,-99,104,-99,23,96,92,-99,-99,56,25,64,76,28,-99,43,-99,-99,34,104,88,90,-99,134,172
11/04/2019,8,115,42,114,-99,88,-99,23,112,128,-99,-99,48,33,69,53,29,-99,51,-99,-99,41,109,80,68,-99,186,111
11/04/2019,9,96,38,54,-99,61,-99,29,10,92,-99,-99,45,26,58,39,23,-99,39,-99,-99,30,111,96,40,-99,143,68
11/04/2019,10,75,60,56,-99,36,-99,34,29,38,-99,-99,26,34,44,38,31,-99,39,-99,-99,61,72,62,46,-99,92,55
11/04/2019,11,59,52,55,-99,42,-99,42,44,39,-99,-99,46,45,53,45,36,-99,42,-99,-99,39,53,46,19,-99,68,54
11/04/2019,12,53,66,53,-99,39,-99,44,38,40,-99,-99,35,52,52,52,39,-99,47,-99,-99,48,94,45,43,-99,57,58
11/04/2019,13,54,72,54,-99,46,-99,42,42,54,-99,-99,60,70,52,72,48,-99,66,-99,-99,47,153,66,42,-99,48,63
11/04/2019,14,88,86,72,-99,75,-99,64,52,84,-99,-99,91,77,88,115,60,-99,69,-99,-99,101,117,70,53,-99,47,142
11/04/2019,15,132,87,64,-99,90,-99,69,65,56,-99,-99,94,83,91,139,78,-99,80,-99,-99,90,83,75,49,-99,78,192
11/04/2019,16,142,88,77,-99,68,-99,79,60,80,-99,-99,70,80,90,90,64,-99,79,-99,-99,81,67,82,67,-99,139,172
11/04/2019,17,141,78,97,-99,85,-99,76,110,87,-99,-99,65,63,81,97,68,-99,69,-99,-99,76,69,92,115,-99,154,171
11/04/2019,18,123,64,77,-99,88,-99,75,91,89,-99,-99,59,54,84,80,64,-99,60,-99,-99,61,73,98,70,-99,126,137
11/04/2019,19,118,48,56,-99,60,-99,55,51,106,-99,-99,42,41,69,56,50,-99,45,-99,-99,43,71,80,67,-99,82,89
11/04/2019,20,103,41,48,-99,53,-99,51,47,63,-99,-99,45,42,52,44,46,-99,33,-99,-99,48,46,84,47,-99,62,73
11/04/2019,21,74,53,46,-99,47,-99,52,41,49,-99,-99,42,43,45,50,35,-99,43,-99,-99,44,45,55,42,-99,69,53
11/04/2019,22,76,46,36,-99,30,-99,37,45,45,-99,-99,35,31,53,35,29,-99,29,-99,-99,34,56,61,39,-99,70,40
11/04/2019,23,68,33,32,-99,39,-99,34,75,41,-99,-99,35,23,56,40,25,-99,31,-99,-99,34,67,51,53,-99,77,45
11/04/2019,24,64,35,37,-99,34,-99,36,47,45,-99,-99,34,27,65,42,24,-99,28,-99,-99,30,75,39,38,-99,69,78
12/04/2019,1,38,32,40,-99,19,-99,46,59,36,-99,47,36,29,62,53,33,-99,32,-99,-99,29,63,62,36,-99,64,72
12/04/2019,2,51,29,32,-99,64,-99,26,62,43,-99,41,41,33,53,52,30,-99,31,-99,-99,25,65,47,57,-99,55,72
12/04/2019,3,52,29,32,-99,62,-99,20,49,47,-99,38,43,26,46,53,34,-99,31,-99,-99,26,51,62,47,-99,54,64
12/04/2019,4,52,31,36,-99,54,-99,22,52,34,-99,35,32,18,41,37,44,-99,26,-99,-99,29,47,64,30,-99,77,68
12/04/2019,5,65,34,64,-99,35,-99,28,49,41,-99,42,35,22,45,44,39,-99,34,-99,-99,40,51,71,60,-99,83,96
12/04/2019,6,68,39,76,-99,90,-99,36,69,61,-99,49,42,22,53,50,36,-99,36,-99,-99,51,-99,79,75,-99,91,109
12/04/2019,7,80,32,152,-99,146,-99,44,116,94,-99,62,50,23,64,89,54,-99,53,-99,-99,54,-99,99,68,-99,138,127
12/04/2019,8,98,49,130,-99,77,-99,29,159,133,-99,72,53,23,66,88,51,-99,61,-99,-99,46,-99,123,137,-99,225,148
12/04/2019,9,108,43,80,-99,78,-99,49,96,59,-99,60,66,26,62,70,50,-99,56,-99,-99,22,87,79,-99,-99,186,89
12/04/2019,10,90,50,52,-99,54,-99,46,83,49,-99,57,52,53,56,64,47,-99,59,-99,-99,36,50,70,-99,-99,94,73
12/04/2019,11,95,63,60,-99,65,-99,43,55,46,-99,75,85,54,81,94,63,-99,43,-99,-99,41,69,68,-99,-99,54,84
12/04/2019,12,134,57,56,-99,73,-99,75,-99,65,-99,94,77,58,104,109,59,-99,65,-99,-99,78,112,67,102,-99,64,95
12/04/2019,13,131,66,67,-99,76,-99,48,-99,73,-99,85,83,85,105,131,62,-99,74,-99,-99,81,79,77,78,-99,91,87
12/04/2019,14,145,67,72,-99,82,-99,74,-99,78,-99,108,75,76,112,125,66,-99,61,-99,-99,86,101,67,83,-99,110,119
12/04/2019,15,139,66,90,-99,70,-99,64,-99,71,-99,90,67,68,82,91,61,-99,62,-99,-99,88,77,76,66,-99,86,122
12/04/2019,16,134,55,84,-99,68,-99,66,97,84,-99,84,73,58,69,70,60,-99,53,-99,-99,78,93,87,83,-99,173,109
12/04/2019,17,147,58,93,-99,73,-99,67,110,89,-99,89,74,50,66,83,60,-99,48,-99,-99,64,76,99,121,-99,199,91
12/04/2019,18,141,48,72,-99,59,-99,57,97,65,-99,81,53,48,65,64,46,-99,43,-99,-99,64,72,77,111,-99,87,98
12/04/2019,19,121,44,59,-99,41,-99,45,96,54,-99,64,42,36,54,57,46,-99,42,-99,-99,52,59,59,83,-99,79,90
12/04/2019,20,91,39,46,-99,30,-99,42,43,48,-99,47,38,39,51,48,34,-99,33,-99,-99,35,56,41,57,-99,67,65
12/04/2019,21,82,26,32,-99,33,-99,42,24,41,-99,39,32,33,43,38,22,-99,33,-99,-99,33,27,49,64,-99,44,52
12/04/2019,22,64,41,44,-99,28,-99,34,21,39,-99,32,27,17,33,34,32,-99,30,-99,-99,19,36,45,48,-99,43,53
12/04/2019,23,63,37,32,-99,-99,-99,40,36,30,-99,41,24,15,30,39,21,-99,29,-99,-99,19,57,34,38,-99,48,46
12/04/2019,24,49,97,34,-99,18,-99,22,44,21,-99,51,20,13,26,32,15,-99,26,-99,-99,20,54,35,36,-99,70,74
13/04/2019,1,45,40,26,-99,23,-99,25,79,19,-99,43,23,13,31,38,20,-99,24,-99,-99,20,52,39,25,-99,50,87
13/04/2019,2,34,25,26,-99,52,-99,25,89,17,-99,52,41,17,40,49,24,-99,20,-99,-99,-99,52,32,19,-99,46,69
13/04/2019,3,30,21,20,-99,49,-99,17,35,15,-99,37,37,14,29,39,26,-99,17,-99,-99,17,39,68,25,-99,36,75
13/04/2019,4,34,22,34,-99,57,-99,11,60,16,-99,31,22,20,22,28,18,-99,16,-99,-99,16,20,58,29,-99,47,42
13/04/2019,5,30,23,35,-99,18,-99,17,82,34,-99,35,15,17,19,31,16,-99,19,-99,-99,17,53,39,32,-99,60,52
13/04/2019,6,38,25,54,-99,21,-99,22,84,24,-99,41,20,16,12,36,26,-99,17,-99,-99,14,41,44,52,-99,87,68
13/04/2019,7,51,20,39,-99,32,-99,25,96,31,-99,46,31,14,44,47,20,-99,26,-99,-99,23,102,37,74,-99,79,77
13/04/2019,8,100,24,43,-99,40,-99,30,68,59,-99,53,35,9,57,55,36,-99,35,-99,-99,25,103,64,90,-99,77,81
13/04/2019,9,84,29,36,-99,39,-99,21,110,38,-99,46,42,9,47,42,31,-99,42,-99,-99,19,87,52,60,-99,56,56
13/04/2019,10,51,35,54,-99,38,-99,19,47,44,-99,45,37,13,37,45,34,-99,42,-99,-99,22,51,41,50,-99,-99,73
13/04/2019,11,52,38,45,-99,38,-99,24,28,43,-99,35,47,29,43,62,37,-99,44,-99,-99,23,91,58,35,-99,-99,66
13/04/2019,12,47,67,38,-99,40,-99,29,20,29,-99,33,42,65,50,49,37,-99,50,-99,-99,45,73,58,32,-99,-99,38
13/04/2019,13,52,61,28,-99,40,-99,57,38,52,-99,41,51,64,45,46,40,-99,49,-99,-99,55,111,40,36,-99,34,66
13/04/2019,14,44,56,39,-99,41,-99,66,9,52,-99,53,47,64,55,57,53,-99,60,-99,-99,54,150,42,68,-99,29,71
13/04/2019,15,47,94,35,-99,51,-99,57,33,55,-99,77,72,59,67,62,50,-99,57,-99,-99,61,147,45,51,-99,48,55
13/04/2019,16,56,100,73,-99,45,-99,67,52,48,-99,67,47,67,58,58,44,-99,56,-99,-99,68,144,57,47,-99,54,65
13/04/2019,17,64,74,27,-99,38,-99,60,48,32,-99,53,64,67,61,-99,48,-99,55,-99,-99,71,151,33,46,-99,46,44
13/04/2019,18,58,61,38,-99,34,-99,53,48,26,-99,48,-99,45,53,-99,32,-99,46,-99,-99,-99,102,42,44,-99,49,34
13/04/2019,19,112,62,39,-99,24,-99,28,54,47,-99,38,30,33,36,-99,15,-99,28,-99,-99,-99,83,39,49,-99,52,38
13/04/2019,20,130,50,37,-99,27,-99,40,80,43,-99,36,33,28,43,-99,20,-99,39,-99,-99,24,67,37,47,-99,50,48
13/04/2019,21,105,44,49,-99,26,-99,46,85,39,-99,45,20,35,47,43,33,-99,37,-99,-99,40,98,54,52,-99,88,56
13/04/2019,22,114,32,67,-99,42,-99,61,122,53,-99,54,39,33,55,94,43,-99,59,-99,-99,40,111,41,69,-99,74,57
13/04/2019,23,107,38,68,-99,45,-99,95,67,56,-99,48,51,27,77,52,45,-99,67,-99,-99,36,94,57,94,-99,121,68
13/04/2019,24,95,40,47,-99,43,-99,49,111,44,-99,53,47,24,63,69,43,-99,67,-99,-99,24,92,67,106,-99,150,81
14/04/2019,1,105,46,41,-99,45,-99,29,77,39,-99,55,42,21,65,74,40,-99,48,-99,-99,29,78,55,63,-99,110,90
