"","Year","Month","Day","station","Date","PromDiario","ZONA"
"5904","2019","10","12","IZT",2019-10-12,21,"CE"
"5905","2019","06","12","IZT",2019-06-12,32,"CE"
"5906","2020","02","23","IZT",2020-02-23,44,"CE"
"5907","2019","12","24","IZT",2019-12-24,41,"CE"
"5908","2019","10","29","IZT",2019-10-29,38,"CE"
"5909","2020","03","08","IZT",2020-03-08,38,"CE"
"5910","2020","05","16","IZT",2020-05-16,28,"CE"
"5911","2019","09","30","IZT",2019-09-30,10,"CE"
"5912","2019","06","17","IZT",2019-06-17,35,"CE"
"5913","2020","04","22","IZT",2020-04-22,32,"CE"
"5914","2020","02","03","IZT",2020-02-03,27,"CE"
"5915","2019","12","07","IZT",2019-12-07,45,"CE"
"5916","2020","05","17","IZT",2020-05-17,35,"CE"
"5917","2019","01","26","IZT",2019-01-26,37,"CE"
"5918","2019","03","29","IZT",2019-03-29,63,"CE"
"5919","2020","01","10","IZT",2020-01-10,40,"CE"
"5920","2020","03","07","IZT",2020-03-07,53,"CE"
"5921","2019","06","18","IZT",2019-06-18,29,"CE"
"5922","2019","02","14","IZT",2019-02-14,44,"CE"
"5923","2019","08","27","IZT",2019-08-27,28,"CE"
"5924","2020","04","17","IZT",2020-04-17,48,"CE"
"5925","2020","06","07","IZT",2020-06-07,18,"CE"
"5926","2019","10","28","IZT",2019-10-28,42,"CE"
"5927","2019","03","06","IZT",2019-03-06,45,"CE"
"5928","2020","03","17","IZT",2020-03-17,37,"CE"
"5929","2020","07","06","IZT",2020-07-06,17,"CE"
"5930","2019","11","23","IZT",2019-11-23,44,"CE"
"5931","2019","05","20","IZT",2019-05-20,45,"CE"
"5932","2019","03","05","IZT",2019-03-05,48,"CE"
"5933","2020","07","28","IZT",2020-07-28,10,"CE"
"5934","2020","03","31","IZT",2020-03-31,54,"CE"
"5935","2020","07","05","IZT",2020-07-05,24,"CE"
"5936","2020","08","06","IZT",2020-08-06,27,"CE"
"5937","2020","11","14","MER",2020-11-14,65,"CE"
"5938","2019","05","09","MER",2019-05-09,66,"CE"
"5939","2019","08","08","MER",2019-08-08,23,"CE"
"5940","2019","11","06","MER",2019-11-06,37,"CE"
"5941","2020","01","30","MER",2020-01-30,40,"CE"
"5942","2020","04","07","MER",2020-04-07,44,"CE"
"5943","2019","04","04","MER",2019-04-04,60,"CE"
"5944","2019","05","17","MER",2019-05-17,51,"CE"
"5945","2019","06","21","MER",2019-06-21,46,"CE"
"5946","2020","05","30","MER",2020-05-30,29,"CE"
"5947","2020","11","10","MER",2020-11-10,61,"CE"
"5948","2019","09","16","MER",2019-09-16,35,"CE"
"5949","2020","03","04","MER",2020-03-04,50,"CE"
"5950","2019","04","23","MER",2019-04-23,72,"CE"
"5951","2019","02","05","MER",2019-02-05,73,"CE"
"5952","2020","09","16","MER",2020-09-16,16,"CE"
"5953","2020","05","26","MER",2020-05-26,52,"CE"
"5954","2019","06","13","MER",2019-06-13,29,"CE"
"5955","2019","02","02","MER",2019-02-02,71,"CE"
"5956","2019","09","19","MER",2019-09-19,32,"CE"
"5957","2019","04","24","MER",2019-04-24,73,"CE"
"5958","2019","01","05","MER",2019-01-05,87,"CE"
"5959","2020","12","15","MER",2020-12-15,40,"CE"
"5960","2019","04","02","MER",2019-04-02,64,"CE"
"5961","2019","10","08","MER",2019-10-08,20,"CE"
"5962","2020","10","23","MER",2020-10-23,47,"CE"
"5963","2019","01","14","MER",2019-01-14,49,"CE"
"5964","2020","04","12","MER",2020-04-12,44,"CE"
"5965","2019","05","25","MER",2019-05-25,56,"CE"
"5966","2020","06","22","MER",2020-06-22,32,"CE"
"5967","2020","12","06","MER",2020-12-06,31,"CE"
"5968","2019","04","25","MER",2019-04-25,79,"CE"
"5969","2019","06","04","MER",2019-06-04,24,"CE"
"5970","2019","02","28","MER",2019-02-28,55,"CE"
"5971","2019","09","04","MER",2019-09-04,44,"CE"
"5972","2019","07","12","MER",2019-07-12,34,"CE"
"5973","2019","10","24","MER",2019-10-24,39,"CE"
"5974","2019","04","05","MER",2019-04-05,59,"CE"
"5975","2019","05","01","MER",2019-05-01,43,"CE"
"5976","2019","12","31","MER",2019-12-31,46,"CE"
"5977","2019","08","25","MER",2019-08-25,37,"CE"
"5978","2019","12","04","MER",2019-12-04,63,"CE"
"5979","2020","09","02","MER",2020-09-02,34,"CE"
"5980","2019","07","26","MER",2019-07-26,27,"CE"
"5981","2020","07","01","MER",2020-07-01,26,"CE"
"5982","2019","08","24","MER",2019-08-24,42,"CE"
"5983","2019","03","25","MER",2019-03-25,44,"CE"
"5984","2020","01","29","MER",2020-01-29,47,"CE"
"5985","2020","10","13","MER",2020-10-13,40,"CE"
"5986","2020","11","06","MER",2020-11-06,57,"CE"
"5987","2019","08","31","MER",2019-08-31,42,"CE"
"5988","2019","09","01","MER",2019-09-01,37,"CE"
"5989","2019","09","21","MER",2019-09-21,41,"CE"
"5990","2019","06","23","MER",2019-06-23,36,"CE"
"5991","2020","10","08","MER",2020-10-08,43,"CE"
"5992","2019","02","17","MER",2019-02-17,41,"CE"
"5993","2019","06","16","MER",2019-06-16,39,"CE"
"5994","2020","03","10","MER",2020-03-10,75,"CE"
"5995","2019","09","02","MER",2019-09-02,31,"CE"
"5996","2019","01","18","MER",2019-01-18,52,"CE"
"5997","2020","01","13","MER",2020-01-13,60,"CE"
"5998","2020","03","03","MER",2020-03-03,49,"CE"
"5999","2019","12","11","MER",2019-12-11,74,"CE"
"6000","2019","01","27","MER",2019-01-27,25,"CE"
"6001","2019","09","27","MER",2019-09-27,35,"CE"
"6002","2019","04","12","MER",2019-04-12,67,"CE"
"6003","2020","04","14","MER",2020-04-14,63,"CE"
"6004","2019","03","09","MER",2019-03-09,56,"CE"
"6005","2019","07","13","MER",2019-07-13,29,"CE"
"6006","2020","04","06","MER",2020-04-06,46,"CE"
"6007","2020","10","19","MER",2020-10-19,49,"CE"
"6008","2020","10","21","MER",2020-10-21,32,"CE"
"6009","2020","09","06","MER",2020-09-06,13,"CE"
"6010","2020","06","30","MER",2020-06-30,31,"CE"
"6011","2019","06","28","MER",2019-06-28,32,"CE"
"6012","2020","07","11","MER",2020-07-11,25,"CE"
"6013","2020","02","09","MER",2020-02-09,38,"CE"
"6014","2019","04","01","MER",2019-04-01,57,"CE"
"6015","2020","01","23","MER",2020-01-23,45,"CE"
"6016","2019","07","29","MER",2019-07-29,25,"CE"
"6017","2020","02","08","MER",2020-02-08,49,"CE"
"6018","2020","03","02","MER",2020-03-02,57,"CE"
"6019","2019","11","07","MER",2019-11-07,47,"CE"
"6020","2019","11","29","MER",2019-11-29,67,"CE"
"6021","2019","08","29","MER",2019-08-29,44,"CE"
"6022","2019","11","10","MER",2019-11-10,43,"CE"
"6023","2019","12","14","MER",2019-12-14,65,"CE"
"6024","2020","02","01","MER",2020-02-01,56,"CE"
"6025","2020","07","15","MER",2020-07-15,30,"CE"
"6026","2020","10","22","MER",2020-10-22,39,"CE"
"6027","2020","10","26","MER",2020-10-26,46,"CE"
"6028","2019","03","30","MER",2019-03-30,72,"CE"
"6029","2019","01","21","MER",2019-01-21,59,"CE"
"6030","2019","03","01","MER",2019-03-01,68,"CE"
"6031","2019","03","03","MER",2019-03-03,54,"CE"
"6032","2019","11","03","MER",2019-11-03,24,"CE"
"6033","2020","06","20","MER",2020-06-20,39,"CE"
"6034","2020","11","11","MER",2020-11-11,61,"CE"
"6035","2019","12","22","MER",2019-12-22,62,"CE"
"6036","2019","10","15","MER",2019-10-15,50,"CE"
"6037","2019","06","22","MER",2019-06-22,40,"CE"
"6038","2019","05","07","MER",2019-05-07,68,"CE"
"6039","2020","11","04","MER",2020-11-04,52,"CE"
"6040","2020","07","19","MER",2020-07-19,42,"CE"
"6041","2019","12","13","MER",2019-12-13,53,"CE"
"6042","2020","05","27","MER",2020-05-27,75,"CE"
"6043","2019","04","27","MER",2019-04-27,71,"CE"
"6044","2020","05","12","MER",2020-05-12,42,"CE"
"6045","2020","09","21","MER",2020-09-21,32,"CE"
"6046","2020","02","02","MER",2020-02-02,50,"CE"
"6047","2019","05","26","MER",2019-05-26,43,"CE"
"6048","2020","07","07","MER",2020-07-07,21,"CE"
"6049","2020","12","28","MER",2020-12-28,59,"CE"
"6050","2020","04","24","MER",2020-04-24,51,"CE"
"6051","2019","04","14","MER",2019-04-14,86,"CE"
"6052","2020","10","04","MER",2020-10-04,26,"CE"
"6053","2019","11","18","MER",2019-11-18,36,"CE"
"6054","2019","08","16","MER",2019-08-16,31,"CE"
"6055","2020","12","31","MER",2020-12-31,53,"CE"
"6056","2020","12","17","MER",2020-12-17,49,"CE"
"6057","2019","09","07","MER",2019-09-07,43,"CE"
"6058","2019","06","09","MER",2019-06-09,36,"CE"
"6059","2020","11","09","MER",2020-11-09,62,"CE"
"6060","2020","12","19","MER",2020-12-19,56,"CE"
"6061","2019","04","08","MER",2019-04-08,55,"CE"
"6062","2020","05","31","MER",2020-05-31,27,"CE"
"6063","2020","09","20","MER",2020-09-20,34,"CE"
"6064","2019","12","28","MER",2019-12-28,47,"CE"
"6065","2019","09","22","MER",2019-09-22,34,"CE"
"6066","2020","06","17","MER",2020-06-17,52,"CE"
"6067","2019","05","15","MER",2019-05-15,100,"CE"
"6068","2019","05","06","MER",2019-05-06,68,"CE"
"6069","2020","12","29","MER",2020-12-29,80,"CE"
"6070","2019","01","07","MER",2019-01-07,83,"CE"
"6071","2020","05","23","MER",2020-05-23,48,"CE"
"6072","2020","05","07","MER",2020-05-07,42,"CE"
"6073","2020","01","25","MER",2020-01-25,43,"CE"
"6074","2020","01","04","MER",2020-01-04,69,"CE"
"6075","2019","11","12","MER",2019-11-12,39,"CE"
"6076","2019","10","18","MER",2019-10-18,19,"CE"
"6077","2020","06","01","MER",2020-06-01,41,"CE"
"6078","2019","03","18","MER",2019-03-18,42,"CE"
"6079","2019","01","17","MER",2019-01-17,63,"CE"
"6080","2019","05","24","MER",2019-05-24,51,"CE"
"6081","2019","03","27","MER",2019-03-27,46,"CE"
"6082","2020","07","16","MER",2020-07-16,50,"CE"
"6083","2019","08","21","MER",2019-08-21,39,"CE"
"6084","2020","07","13","MER",2020-07-13,27,"CE"
"6085","2019","04","09","MER",2019-04-09,36,"CE"
"6086","2019","09","12","MER",2019-09-12,32,"CE"
"6087","2019","05","02","MER",2019-05-02,44,"CE"
"6088","2019","03","16","MER",2019-03-16,54,"CE"
"6089","2019","12","30","MER",2019-12-30,40,"CE"
"6090","2019","08","26","MER",2019-08-26,35,"CE"
"6091","2020","01","12","MER",2020-01-12,55,"CE"
"6092","2019","10","30","MER",2019-10-30,43,"CE"
"6093","2020","02","15","MER",2020-02-15,61,"CE"
"6094","2019","06","06","MER",2019-06-06,26,"CE"
"6095","2020","11","30","MER",2020-11-30,70,"CE"
"6096","2020","07","20","MER",2020-07-20,38,"CE"
"6097","2019","09","26","MER",2019-09-26,52,"CE"
"6098","2019","03","14","MER",2019-03-14,64,"CE"
"6099","2020","09","13","MER",2020-09-13,17,"CE"
"6100","2020","04","05","MER",2020-04-05,35,"CE"
"6101","2019","02","24","MER",2019-02-24,35,"CE"
"6102","2020","04","30","MER",2020-04-30,25,"CE"
"6103","2019","08","30","MER",2019-08-30,42,"CE"
"6104","2019","09","29","MER",2019-09-29,13,"CE"
"6105","2020","11","15","MER",2020-11-15,57,"CE"
"6106","2020","01","06","MER",2020-01-06,81,"CE"
"6107","2020","12","18","MER",2020-12-18,51,"CE"
"6108","2019","04","17","MER",2019-04-17,68,"CE"
"6109","2019","03","22","MER",2019-03-22,45,"CE"
"6110","2020","04","13","MER",2020-04-13,54,"CE"
"6111","2019","07","30","MER",2019-07-30,34,"CE"
"6112","2019","05","12","MER",2019-05-12,111,"CE"
"6113","2020","12","21","MER",2020-12-21,58,"CE"
"6114","2019","12","09","MER",2019-12-09,83,"CE"
"6115","2020","12","04","MER",2020-12-04,43,"CE"
"6116","2019","02","04","MER",2019-02-04,63,"CE"
"6117","2019","04","13","MER",2019-04-13,50,"CE"
"6118","2019","08","15","MER",2019-08-15,22,"CE"
"6119","2020","09","24","MER",2020-09-24,36,"CE"
"6120","2020","02","27","MER",2020-02-27,55,"CE"
"6121","2020","12","05","MER",2020-12-05,34,"CE"
"6122","2020","02","19","MER",2020-02-19,72,"CE"
"6123","2019","07","28","MER",2019-07-28,23,"CE"
"6124","2020","06","18","MER",2020-06-18,41,"CE"
"6125","2019","08","09","MER",2019-08-09,40,"CE"
"6126","2020","10","09","MER",2020-10-09,38,"CE"
"6127","2019","12","27","MER",2019-12-27,81,"CE"
"6128","2019","07","25","MER",2019-07-25,31,"CE"
"6129","2019","09","28","MER",2019-09-28,37,"CE"
"6130","2019","10","01","MER",2019-10-01,24,"CE"
"6131","2019","05","22","MER",2019-05-22,49,"CE"
"6132","2019","01","08","MER",2019-01-08,75,"CE"
"6133","2019","04","07","MER",2019-04-07,49,"CE"
"6134","2020","01","05","MER",2020-01-05,48,"CE"
"6135","2019","07","17","MER",2019-07-17,28,"CE"
"6136","2019","07","14","MER",2019-07-14,37,"CE"
"6137","2020","05","09","MER",2020-05-09,40,"CE"
"6138","2019","05","27","MER",2019-05-27,48,"CE"
"6139","2019","08","01","MER",2019-08-01,32,"CE"
"6140","2020","03","12","MER",2020-03-12,71,"CE"
"6141","2019","10","17","MER",2019-10-17,16,"CE"
"6142","2020","10","20","MER",2020-10-20,34,"CE"
"6143","2019","10","14","MER",2019-10-14,40,"CE"
"6144","2020","05","22","MER",2020-05-22,58,"CE"
"6145","2019","11","30","MER",2019-11-30,66,"CE"
"6146","2019","04","26","MER",2019-04-26,66,"CE"
"6147","2019","07","27","MER",2019-07-27,19,"CE"
"6148","2019","12","26","MER",2019-12-26,60,"CE"
"6149","2019","09","14","MER",2019-09-14,20,"CE"
"6150","2020","02","16","MER",2020-02-16,42,"CE"
"6151","2019","10","23","MER",2019-10-23,34,"CE"
"6152","2019","03","13","MER",2019-03-13,62,"CE"
"6153","2019","07","15","MER",2019-07-15,34,"CE"
"6154","2020","05","10","MER",2020-05-10,27,"CE"
"6155","2020","09","14","MER",2020-09-14,28,"CE"
"6156","2019","02","11","MER",2019-02-11,58,"CE"
"6157","2019","12","29","MER",2019-12-29,40,"CE"
"6158","2020","05","29","MER",2020-05-29,38,"CE"
"6159","2020","04","11","MER",2020-04-11,47,"CE"
"6160","2019","05","21","MER",2019-05-21,60,"CE"
"6161","2020","06","21","MER",2020-06-21,35,"CE"
"6162","2019","03","20","MER",2019-03-20,53,"CE"
"6163","2019","09","23","MER",2019-09-23,38,"CE"
"6164","2019","03","02","MER",2019-03-02,58,"CE"
"6165","2020","04","09","MER",2020-04-09,46,"CE"
"6166","2020","03","06","MER",2020-03-06,85,"CE"
"6167","2019","01","24","MER",2019-01-24,51,"CE"
"6168","2019","12","16","MER",2019-12-16,49,"CE"
"6169","2020","04","16","MER",2020-04-16,63,"CE"
"6170","2020","05","24","MER",2020-05-24,48,"CE"
"6171","2019","03","07","MER",2019-03-07,59,"CE"
"6172","2020","02","17","MER",2020-02-17,50,"CE"
"6173","2019","05","08","MER",2019-05-08,64,"CE"
"6174","2019","12","23","MER",2019-12-23,75,"CE"
"6175","2019","10","11","MER",2019-10-11,37,"CE"
"6176","2020","12","14","MER",2020-12-14,45,"CE"
"6177","2020","06","09","MER",2020-06-09,36,"CE"
"6178","2019","02","12","MER",2019-02-12,68,"CE"
"6179","2020","10","10","MER",2020-10-10,30,"CE"
"6180","2019","12","06","MER",2019-12-06,67,"CE"
"6181","2020","10","17","MER",2020-10-17,23,"CE"
"6182","2020","05","03","MER",2020-05-03,35,"CE"
"6183","2019","03","26","MER",2019-03-26,45,"CE"
"6184","2020","05","25","MER",2020-05-25,41,"CE"
"6185","2020","05","13","MER",2020-05-13,44,"CE"
"6186","2020","12","09","MER",2020-12-09,51,"CE"
"6187","2019","03","10","MER",2019-03-10,64,"CE"
"6188","2019","01","09","MER",2019-01-09,65,"CE"
"6189","2020","03","05","MER",2020-03-05,75,"CE"
"6190","2020","09","05","MER",2020-09-05,19,"CE"
"6191","2020","02","11","MER",2020-02-11,64,"CE"
"6192","2019","11","21","MER",2019-11-21,71,"CE"
"6193","2019","07","18","MER",2019-07-18,36,"CE"
"6194","2020","10","11","MER",2020-10-11,32,"CE"
"6195","2020","07","09","MER",2020-07-09,21,"CE"
"6196","2019","09","08","MER",2019-09-08,29,"CE"
"6197","2020","11","23","MER",2020-11-23,37,"CE"
"6198","2020","10","03","MER",2020-10-03,28,"CE"
"6199","2020","11","13","MER",2020-11-13,61,"CE"
"6200","2019","09","25","MER",2019-09-25,54,"CE"
"6201","2019","09","06","MER",2019-09-06,42,"CE"
"6202","2020","02","25","MER",2020-02-25,42,"CE"
"6203","2019","12","03","MER",2019-12-03,58,"CE"
"6204","2019","12","20","MER",2019-12-20,94,"CE"
"6205","2019","09","09","MER",2019-09-09,41,"CE"
"6206","2019","08","18","MER",2019-08-18,30,"CE"
"6207","2019","10","13","MER",2019-10-13,37,"CE"
"6208","2020","09","09","MER",2020-09-09,27,"CE"
"6209","2020","12","16","MER",2020-12-16,53,"CE"
"6210","2020","12","08","MER",2020-12-08,50,"CE"
"6211","2020","05","21","MER",2020-05-21,71,"CE"
"6212","2019","10","27","MER",2019-10-27,43,"CE"
"6213","2019","05","11","MER",2019-05-11,95,"CE"
"6214","2019","07","06","MER",2019-07-06,49,"CE"
"6215","2020","09","10","MER",2020-09-10,28,"CE"
"6216","2020","10","25","MER",2020-10-25,35,"CE"
"6217","2020","04","27","MER",2020-04-27,31,"CE"
"6218","2019","04","03","MER",2019-04-03,55,"CE"
"6219","2019","03","21","MER",2019-03-21,52,"CE"
"6220","2020","06","19","MER",2020-06-19,40,"CE"
"6221","2019","02","19","MER",2019-02-19,40,"CE"
"6222","2019","08","07","MER",2019-08-07,20,"CE"
"6223","2019","11","05","MER",2019-11-05,46,"CE"
"6224","2020","06","26","MER",2020-06-26,27,"CE"
"6225","2020","11","12","MER",2020-11-12,68,"CE"
"6226","2019","09","24","MER",2019-09-24,48,"CE"
"6227","2019","11","11","MER",2019-11-11,47,"CE"
"6228","2020","02","24","MER",2020-02-24,55,"CE"
"6229","2020","07","12","MER",2020-07-12,21,"CE"
"6230","2019","08","17","MER",2019-08-17,34,"CE"
"6231","2019","06","26","MER",2019-06-26,38,"CE"
"6232","2019","04","19","MER",2019-04-19,48,"CE"
"6233","2020","02","21","MER",2020-02-21,36,"CE"
"6234","2020","09","11","MER",2020-09-11,27,"CE"
"6235","2019","03","24","MER",2019-03-24,45,"CE"
"6236","2019","01","03","MER",2019-01-03,74,"CE"
"6237","2020","11","07","MER",2020-11-07,63,"CE"
"6238","2020","10","18","MER",2020-10-18,35,"CE"
"6239","2019","07","10","MER",2019-07-10,33,"CE"
"6240","2019","06","15","MER",2019-06-15,43,"CE"
"6241","2020","11","16","MER",2020-11-16,24,"CE"
"6242","2019","02","27","MER",2019-02-27,44,"CE"
"6243","2020","09","30","MER",2020-09-30,48,"CE"
"6244","2020","05","04","MER",2020-05-04,36,"CE"
"6245","2020","06","15","MER",2020-06-15,49,"CE"
"6246","2019","09","15","MER",2019-09-15,21,"CE"
"6247","2019","11","01","MER",2019-11-01,41,"CE"
"6248","2019","01","22","MER",2019-01-22,55,"CE"
"6249","2020","12","02","MER",2020-12-02,33,"CE"
"6250","2020","09","12","MER",2020-09-12,30,"CE"
"6251","2020","10","30","MER",2020-10-30,36,"CE"
"6252","2020","12","11","MER",2020-12-11,56,"CE"
"6253","2019","01","15","MER",2019-01-15,61,"CE"
"6254","2020","06","28","MER",2020-06-28,43,"CE"
"6255","2019","08","03","MER",2019-08-03,29,"CE"
"6256","2019","05","05","MER",2019-05-05,56,"CE"
"6257","2019","01","20","MER",2019-01-20,40,"CE"
"6258","2020","01","24","MER",2020-01-24,40,"CE"
"6259","2019","12","12","MER",2019-12-12,65,"CE"
"6260","2019","03","23","MER",2019-03-23,40,"CE"
"6261","2020","01","17","MER",2020-01-17,43,"CE"
"6262","2019","02","10","MER",2019-02-10,47,"CE"
"6263","2020","04","08","MER",2020-04-08,52,"CE"
"6264","2019","12","21","MER",2019-12-21,75,"CE"
"6265","2020","12","12","MER",2020-12-12,53,"CE"
"6266","2019","03","17","MER",2019-03-17,58,"CE"
"6267","2020","11","22","MER",2020-11-22,28,"CE"
"6268","2020","12","26","MER",2020-12-26,53,"CE"
"6269","2019","06","07","MER",2019-06-07,36,"CE"
"6270","2020","04","15","MER",2020-04-15,65,"CE"
"6271","2019","10","31","MER",2019-10-31,32,"CE"
"6272","2020","01","20","MER",2020-01-20,30,"CE"
"6273","2019","09","05","MER",2019-09-05,34,"CE"
"6274","2020","04","25","MER",2020-04-25,44,"CE"
"6275","2020","11","28","MER",2020-11-28,65,"CE"
"6276","2020","07","18","MER",2020-07-18,37,"CE"
"6277","2020","05","11","MER",2020-05-11,29,"CE"
"6278","2019","02","13","MER",2019-02-13,49,"CE"
"6279","2020","06","07","MER",2020-06-07,24,"CE"
"6280","2019","10","26","MER",2019-10-26,30,"CE"
"6281","2020","05","20","MER",2020-05-20,62,"CE"
"6282","2019","07","16","MER",2019-07-16,31,"CE"
"6283","2019","08","05","MER",2019-08-05,25,"CE"
"6284","2019","04","20","MER",2019-04-20,44,"CE"
"6285","2020","11","05","MER",2020-11-05,54,"CE"
"6286","2020","11","20","MER",2020-11-20,41,"CE"
"6287","2019","05","16","MER",2019-05-16,96,"CE"
"6288","2020","04","26","MER",2020-04-26,30,"CE"
"6289","2019","10","03","MER",2019-10-03,31,"CE"
"6290","2019","01","31","MER",2019-01-31,49,"CE"
"6291","2019","12","18","MER",2019-12-18,86,"CE"
"6292","2019","11","27","MER",2019-11-27,67,"CE"
"6293","2020","09","07","MER",2020-09-07,20,"CE"
"6294","2019","12","10","MER",2019-12-10,70,"CE"
"6295","2019","10","19","MER",2019-10-19,23,"CE"
"6296","2020","05","06","MER",2020-05-06,32,"CE"
"6297","2020","04","19","MER",2020-04-19,64,"CE"
"6298","2019","12","08","MER",2019-12-08,65,"CE"
"6299","2019","05","14","MER",2019-05-14,97,"CE"
"6300","2020","10","01","MER",2020-10-01,43,"CE"
"6301","2019","03","12","MER",2019-03-12,60,"CE"
"6302","2019","01","23","MER",2019-01-23,42,"CE"
"6303","2019","08","04","MER",2019-08-04,25,"CE"
"6304","2020","05","16","MER",2020-05-16,35,"CE"
"6305","2020","01","08","MER",2020-01-08,66,"CE"
"6306","2020","02","03","MER",2020-02-03,36,"CE"
"6307","2019","01","16","MER",2019-01-16,64,"CE"
"6308","2020","09","22","MER",2020-09-22,44,"CE"
"6309","2019","10","12","MER",2019-10-12,23,"CE"
"6310","2020","11","25","MER",2020-11-25,68,"CE"
"6311","2019","10","09","MER",2019-10-09,20,"CE"
"6312","2019","11","28","MER",2019-11-28,60,"CE"
"6313","2020","02","18","MER",2020-02-18,59,"CE"
"6314","2020","07","02","MER",2020-07-02,41,"CE"
"6315","2019","03","15","MER",2019-03-15,71,"CE"
"6316","2019","05","18","MER",2019-05-18,49,"CE"
"6317","2020","04","03","MER",2020-04-03,42,"CE"
"6318","2019","01","01","MER",2019-01-01,112,"CE"
"6319","2019","03","06","MER",2019-03-06,49,"CE"
"6320","2020","05","08","MER",2020-05-08,37,"CE"
"6321","2020","05","14","MER",2020-05-14,51,"CE"
"6322","2020","09","23","MER",2020-09-23,44,"CE"
"6323","2020","08","31","MER",2020-08-31,21,"CE"
"6324","2019","02","06","MER",2019-02-06,79,"CE"
"6325","2019","11","15","MER",2019-11-15,52,"CE"
"6326","2019","02","25","MER",2019-02-25,37,"CE"
"6327","2019","09","03","MER",2019-09-03,33,"CE"
"6328","2020","04","21","MER",2020-04-21,72,"CE"
"6329","2019","06","27","MER",2019-06-27,30,"CE"
"6330","2020","04","29","MER",2020-04-29,50,"CE"
"6331","2020","11","08","MER",2020-11-08,54,"CE"
"6332","2020","10","27","MER",2020-10-27,60,"CE"
"6333","2019","03","04","MER",2019-03-04,60,"CE"
"6334","2020","10","07","MER",2020-10-07,49,"CE"
"6335","2019","01","06","MER",2019-01-06,66,"CE"
"6336","2020","01","02","MER",2020-01-02,26,"CE"
"6337","2020","03","09","MER",2020-03-09,58,"CE"
"6338","2020","02","20","MER",2020-02-20,68,"CE"
"6339","2019","07","11","MER",2019-07-11,35,"CE"
"6340","2020","02","28","MER",2020-02-28,62,"CE"
"6341","2019","02","16","MER",2019-02-16,51,"CE"
"6342","2020","12","03","MER",2020-12-03,44,"CE"
"6343","2020","06","06","MER",2020-06-06,32,"CE"
"6344","2019","11","16","MER",2019-11-16,58,"CE"
"6345","2019","12","19","MER",2019-12-19,83,"CE"
"6346","2020","03","31","MER",2020-03-31,71,"CE"
"6347","2020","04","22","MER",2020-04-22,48,"CE"
"6348","2020","05","19","MER",2020-05-19,40,"CE"
"6349","2020","01","10","MER",2020-01-10,62,"CE"
"6350","2020","08","30","MER",2020-08-30,17,"CE"
"6351","2019","02","01","MER",2019-02-01,49,"CE"
"6352","2019","07","24","MER",2019-07-24,31,"CE"
"6353","2019","02","08","MER",2019-02-08,50,"CE"
"6354","2020","12","01","MER",2020-12-01,52,"CE"
"6355","2020","04","28","MER",2020-04-28,41,"CE"
"6356","2020","11","19","MER",2020-11-19,32,"CE"
"6357","2019","11","26","MER",2019-11-26,55,"CE"
"6358","2019","04","15","MER",2019-04-15,80,"CE"
"6359","2020","07","06","MER",2020-07-06,25,"CE"
"6360","2019","01","28","MER",2019-01-28,51,"CE"
"6361","2019","08","02","MER",2019-08-02,29,"CE"
"6362","2020","05","01","MER",2020-05-01,30,"CE"
"6363","2019","03","31","MER",2019-03-31,66,"CE"
"6364","2020","06","27","MER",2020-06-27,42,"CE"
"6365","2020","09","03","MER",2020-09-03,36,"CE"
"6366","2019","02","09","MER",2019-02-09,51,"CE"
"6367","2019","07","08","MER",2019-07-08,44,"CE"
"6368","2020","04","01","MER",2020-04-01,57,"CE"
"6369","2019","02","18","MER",2019-02-18,48,"CE"
"6370","2019","01","10","MER",2019-01-10,49,"CE"
"6371","2019","07","19","MER",2019-07-19,23,"CE"
"6372","2019","11","04","MER",2019-11-04,46,"CE"
"6373","2020","12","22","MER",2020-12-22,65,"CE"
"6374","2019","09","10","MER",2019-09-10,33,"CE"
"6375","2020","05","02","MER",2020-05-02,36,"CE"
"6376","2019","07","20","MER",2019-07-20,34,"CE"
"6377","2019","11","20","MER",2019-11-20,55,"CE"
"6378","2020","05","18","MER",2020-05-18,44,"CE"
"6379","2019","12","25","MER",2019-12-25,89,"CE"
"6380","2019","01","02","MER",2019-01-02,91,"CE"
"6381","2020","01","19","MER",2020-01-19,26,"CE"
"6382","2020","09","01","MER",2020-09-01,34,"CE"
"6383","2020","07","17","MER",2020-07-17,44,"CE"
"6384","2019","08","22","MER",2019-08-22,43,"CE"
"6385","2020","04","10","MER",2020-04-10,43,"CE"
"6386","2019","08","14","MER",2019-08-14,23,"CE"
"6387","2020","10","28","MER",2020-10-28,56,"CE"
"6388","2020","02","26","MER",2020-02-26,61,"CE"
"6389","2019","01","11","MER",2019-01-11,54,"CE"
"6390","2020","07","14","MER",2020-07-14,34,"CE"
"6391","2019","02","22","MER",2019-02-22,36,"CE"
"6392","2020","06","10","MER",2020-06-10,37,"CE"
"6393","2019","12","17","MER",2019-12-17,64,"CE"
"6394","2020","10","05","MER",2020-10-05,41,"CE"
"6395","2019","04","10","MER",2019-04-10,60,"CE"
"6396","2020","04","20","MER",2020-04-20,70,"CE"
"6397","2020","10","02","MER",2020-10-02,33,"CE"
"6398","2020","03","27","MER",2020-03-27,55,"CE"
"6399","2019","06","17","MER",2019-06-17,47,"CE"
"6400","2019","04","22","MER",2019-04-22,68,"CE"
