"","Year","Month","Day","station","Date","PromDiario","ZONA"
"1","2019","01","01","ACO",2019-01-01,106,"NE"
"2","2020","12","18","ACO",2020-12-18,57,"NE"
"3","2020","11","04","ACO",2020-11-04,55,"NE"
"4","2019","04","13","ACO",2019-04-13,66,"NE"
"5","2019","05","04","ACO",2019-05-04,59,"NE"
"6","2020","08","04","ACO",2020-08-04,20,"NE"
"7","2020","08","24","ACO",2020-08-24,20,"NE"
"8","2020","11","23","ACO",2020-11-23,39,"NE"
"9","2020","09","30","ACO",2020-09-30,31,"NE"
"10","2020","04","16","ACO",2020-04-16,49,"NE"
"11","2019","03","11","ACO",2019-03-11,77,"NE"
"12","2019","03","04","ACO",2019-03-04,90,"NE"
"13","2019","03","25","ACO",2019-03-25,44,"NE"
"14","2020","10","27","ACO",2020-10-27,72,"NE"
"15","2019","01","22","ACO",2019-01-22,71,"NE"
"16","2020","12","19","ACO",2020-12-19,64,"NE"
"17","2019","04","07","ACO",2019-04-07,58,"NE"
"18","2020","08","05","ACO",2020-08-05,21,"NE"
"19","2020","10","30","ACO",2020-10-30,39,"NE"
"20","2019","01","02","ACO",2019-01-02,63,"NE"
"21","2019","05","05","ACO",2019-05-05,56,"NE"
"22","2020","10","01","ACO",2020-10-01,32,"NE"
"23","2019","04","14","ACO",2019-04-14,80,"NE"
"24","2019","06","23","ACO",2019-06-23,31,"NE"
"25","2019","05","14","ACO",2019-05-14,123,"NE"
"26","2019","02","12","ACO",2019-02-12,67,"NE"
"27","2020","04","17","ACO",2020-04-17,48,"NE"
"28","2019","03","05","ACO",2019-03-05,49,"NE"
"29","2020","10","28","ACO",2020-10-28,70,"NE"
"30","2020","12","20","ACO",2020-12-20,57,"NE"
"31","2019","04","21","ACO",2019-04-21,56,"NE"
"32","2019","01","23","ACO",2019-01-23,67,"NE"
"33","2020","11","25","ACO",2020-11-25,55,"NE"
"34","2019","01","09","ACO",2019-01-09,51,"NE"
"35","2019","05","06","ACO",2019-05-06,69,"NE"
"36","2020","10","02","ACO",2020-10-02,27,"NE"
"37","2020","12","12","ACO",2020-12-12,51,"NE"
"38","2019","01","03","ACO",2019-01-03,71,"NE"
"39","2020","03","27","ACO",2020-03-27,77,"NE"
"40","2020","08","07","ACO",2020-08-07,15,"NE"
"41","2019","06","24","ACO",2019-06-24,10,"NE"
"42","2019","04","15","ACO",2019-04-15,87,"NE"
"43","2019","05","31","ACO",2019-05-31,38,"NE"
"44","2019","03","06","ACO",2019-03-06,42,"NE"
"45","2020","12","21","ACO",2020-12-21,71,"NE"
"46","2019","02","20","ACO",2019-02-20,62,"NE"
"47","2020","11","26","ACO",2020-11-26,44,"NE"
"48","2020","03","13","ACO",2020-03-13,56,"NE"
"49","2019","05","07","ACO",2019-05-07,84,"NE"
"50","2020","10","03","ACO",2020-10-03,24,"NE"
"51","2019","01","24","ACO",2019-01-24,79,"NE"
"52","2020","09","06","ACO",2020-09-06,8,"NE"
"53","2020","08","08","ACO",2020-08-08,8,"NE"
"54","2020","10","12","ACO",2020-10-12,33,"NE"
"55","2020","09","15","ACO",2020-09-15,20,"NE"
"56","2020","07","29","ACO",2020-07-29,13,"NE"
"57","2019","06","01","ACO",2019-06-01,25,"NE"
"58","2019","01","04","ACO",2019-01-04,75,"NE"
"59","2019","02","16","ACO",2019-02-16,70,"NE"
"60","2019","06","11","ACO",2019-06-11,20,"NE"
"61","2019","03","07","ACO",2019-03-07,50,"NE"
"62","2020","11","27","ACO",2020-11-27,54,"NE"
"63","2020","10","04","ACO",2020-10-04,28,"NE"
"64","2019","05","08","ACO",2019-05-08,92,"NE"
"65","2020","09","07","ACO",2020-09-07,16,"NE"
"66","2020","03","14","ACO",2020-03-14,70,"NE"
"67","2020","12","31","ACO",2020-12-31,109,"NE"
"68","2019","06","02","ACO",2019-06-02,14,"NE"
"69","2019","03","28","ACO",2019-03-28,38,"NE"
"70","2019","01","25","ACO",2019-01-25,69,"NE"
"71","2020","10","31","ACO",2020-10-31,53,"NE"
"72","2020","12","23","ACO",2020-12-23,78,"NE"
"73","2020","08","10","ACO",2020-08-10,20,"NE"
"74","2019","06","03","ACO",2019-06-03,17,"NE"
"75","2020","03","29","ACO",2020-03-29,70,"NE"
"76","2020","11","28","ACO",2020-11-28,80,"NE"
"77","2019","01","05","ACO",2019-01-05,66,"NE"
"78","2019","03","08","ACO",2019-03-08,59,"NE"
"79","2019","05","09","ACO",2019-05-09,100,"NE"
"80","2019","04","17","ACO",2019-04-17,87,"NE"
"81","2019","02","15","ACO",2019-02-15,56,"NE"
"82","2019","04","24","ACO",2019-04-24,85,"NE"
"83","2019","06","04","ACO",2019-06-04,16,"NE"
"84","2019","05","26","ACO",2019-05-26,35,"NE"
"85","2019","03","29","ACO",2019-03-29,66,"NE"
"86","2020","12","24","ACO",2020-12-24,81,"NE"
"87","2020","08","21","ACO",2020-08-21,27,"NE"
"88","2020","08","11","ACO",2020-08-11,14,"NE"
"89","2019","01","26","ACO",2019-01-26,70,"NE"
"90","2020","11","29","ACO",2020-11-29,72,"NE"
"91","2020","10","06","ACO",2020-10-06,44,"NE"
"92","2020","04","21","ACO",2020-04-21,49,"NE"
"93","2019","05","10","ACO",2019-05-10,80,"NE"
"94","2019","06","05","ACO",2019-06-05,21,"NE"
"95","2019","03","16","ACO",2019-03-16,52,"NE"
"96","2019","01","06","ACO",2019-01-06,61,"NE"
"97","2020","08","12","ACO",2020-08-12,18,"NE"
"98","2019","03","09","ACO",2019-03-09,70,"NE"
"99","2019","01","15","ACO",2019-01-15,45,"NE"
"100","2020","12","25","ACO",2020-12-25,61,"NE"
"101","2019","04","05","ACO",2019-04-05,57,"NE"
"102","2019","05","27","ACO",2019-05-27,46,"NE"
"103","2019","06","06","ACO",2019-06-06,18,"NE"
"104","2019","03","30","ACO",2019-03-30,82,"NE"
"105","2020","10","07","ACO",2020-10-07,53,"NE"
"106","2019","01","27","ACO",2019-01-27,39,"NE"
"107","2019","06","28","ACO",2019-06-28,19,"NE"
"108","2020","09","19","ACO",2020-09-19,14,"NE"
"109","2020","08","13","ACO",2020-08-13,27,"NE"
"110","2020","03","31","ACO",2020-03-31,57,"NE"
"111","2020","12","09","ACO",2020-12-09,44,"NE"
"112","2020","11","03","ACO",2020-11-03,35,"NE"
"113","2019","03","17","ACO",2019-03-17,47,"NE"
"114","2019","03","10","ACO",2019-03-10,69,"NE"
"115","2020","12","26","ACO",2020-12-26,64,"NE"
"116","2019","01","07","ACO",2019-01-07,58,"NE"
"117","2019","02","17","ACO",2019-02-17,59,"NE"
"118","2019","05","12","ACO",2019-05-12,109,"NE"
"119","2020","10","08","ACO",2020-10-08,46,"NE"
"120","2019","01","21","ACO",2019-01-21,77,"NE"
"121","2020","08","14","ACO",2020-08-14,28,"NE"
"122","2019","01","14","ACO",2019-01-14,23,"NE"
"123","2020","09","20","ACO",2020-09-20,18,"NE"
"124","2019","03","13","ACO",2019-03-13,78,"NE"
"125","2019","01","28","ACO",2019-01-28,59,"NE"
"126","2019","06","29","ACO",2019-06-29,16,"NE"
"127","2020","04","01","ACO",2020-04-01,56,"NE"
"128","2019","06","22","ACO",2019-06-22,36,"NE"
"129","2020","12","27","ACO",2020-12-27,53,"NE"
"130","2019","02","25","ACO",2019-02-25,28,"NE"
"131","2019","06","08","ACO",2019-06-08,28,"NE"
"132","2019","03","18","ACO",2019-03-18,43,"NE"
"133","2020","10","09","ACO",2020-10-09,36,"NE"
"134","2020","08","15","ACO",2020-08-15,19,"NE"
"135","2019","02","18","ACO",2019-02-18,75,"NE"
"136","2019","01","08","ACO",2019-01-08,60,"NE"
"137","2020","09","21","ACO",2020-09-21,25,"NE"
"138","2020","08","28","ACO",2020-08-28,19,"NE"
"139","2019","01","31","ACO",2019-01-31,68,"NE"
"140","2019","03","14","ACO",2019-03-14,74,"NE"
"141","2019","05","22","ACO",2019-05-22,42,"NE"
"142","2020","08","25","ACO",2020-08-25,12,"NE"
"143","2020","12","11","ACO",2020-12-11,71,"NE"
"144","2020","12","28","ACO",2020-12-28,52,"NE"
"145","2019","04","01","ACO",2019-04-01,70,"NE"
"146","2019","06","16","ACO",2019-06-16,30,"NE"
"147","2020","10","10","ACO",2020-10-10,31,"NE"
"148","2019","06","09","ACO",2019-06-09,30,"NE"
"149","2019","03","12","ACO",2019-03-12,79,"NE"
"150","2020","11","06","ACO",2020-11-06,62,"NE"
"151","2019","02","19","ACO",2019-02-19,77,"NE"
"152","2020","08","06","ACO",2020-08-06,22,"NE"
"153","2020","11","09","ACO",2020-11-09,67,"NE"
"154","2019","04","28","ACO",2019-04-28,57,"NE"
"155","2019","05","23","ACO",2019-05-23,59,"NE"
"156","2019","01","16","ACO",2019-01-16,46,"NE"
"157","2019","04","08","ACO",2019-04-08,53,"NE"
"158","2019","03","15","ACO",2019-03-15,62,"NE"
"159","2020","12","29","ACO",2020-12-29,86,"NE"
"160","2020","09","05","ACO",2020-09-05,15,"NE"
"161","2020","10","11","ACO",2020-10-11,31,"NE"
"162","2019","04","02","ACO",2019-04-02,69,"NE"
"163","2019","06","17","ACO",2019-06-17,40,"NE"
"164","2020","03","15","ACO",2020-03-15,36,"NE"
"165","2019","06","10","ACO",2019-06-10,33,"NE"
"166","2020","07","28","ACO",2020-07-28,14,"NE"
"167","2020","03","20","ACO",2020-03-20,42,"NE"
"168","2019","04","22","ACO",2019-04-22,66,"NE"
"169","2020","08","27","ACO",2020-08-27,13,"NE"
"170","2020","08","18","ACO",2020-08-18,18,"NE"
"171","2020","11","16","ACO",2020-11-16,28,"NE"
"172","2019","01","17","ACO",2019-01-17,52,"NE"
"173","2020","10","21","ACO",2020-10-21,34,"NE"
"174","2019","01","10","ACO",2019-01-10,48,"NE"
"175","2019","04","09","ACO",2019-04-09,25,"NE"
"176","2020","12","30","ACO",2020-12-30,128,"NE"
"177","2019","05","16","ACO",2019-05-16,76,"NE"
"178","2020","04","14","ACO",2020-04-14,55,"NE"
"179","2020","09","27","ACO",2020-09-27,26,"NE"
"180","2020","03","16","ACO",2020-03-16,37,"NE"
"181","2019","06","18","ACO",2019-06-18,38,"NE"
"182","2019","04","03","ACO",2019-04-03,76,"NE"
"183","2019","02","21","ACO",2019-02-21,64,"NE"
"184","2020","03","21","ACO",2020-03-21,32,"NE"
"185","2019","04","23","ACO",2019-04-23,71,"NE"
"186","2019","05","17","ACO",2019-05-17,50,"NE"
"187","2019","04","30","ACO",2019-04-30,40,"NE"
"188","2019","05","25","ACO",2019-05-25,46,"NE"
"189","2020","10","13","ACO",2020-10-13,33,"NE"
"190","2020","09","16","ACO",2020-09-16,15,"NE"
"191","2020","08","29","ACO",2020-08-29,23,"NE"
"192","2019","01","11","ACO",2019-01-11,59,"NE"
"193","2019","02","03","ACO",2019-02-03,70,"NE"
"194","2020","08","20","ACO",2020-08-20,27,"NE"
"195","2020","11","12","ACO",2020-11-12,73,"NE"
"196","2019","02","01","ACO",2019-02-01,73,"NE"
"197","2019","02","22","ACO",2019-02-22,58,"NE"
"198","2019","03","03","ACO",2019-03-03,57,"NE"
"199","2019","05","18","ACO",2019-05-18,58,"NE"
"200","2020","10","23","ACO",2020-10-23,47,"NE"
"201","2019","03","22","ACO",2019-03-22,43,"NE"
"202","2020","10","14","ACO",2020-10-14,19,"NE"
"203","2019","04","04","ACO",2019-04-04,56,"NE"
"204","2020","09","29","ACO",2020-09-29,19,"NE"
"205","2020","09","17","ACO",2020-09-17,16,"NE"
"206","2020","08","30","ACO",2020-08-30,14,"NE"
"207","2020","11","10","ACO",2020-11-10,58,"NE"
"208","2020","11","01","ACO",2020-11-01,50,"NE"
"209","2020","12","10","ACO",2020-12-10,76,"NE"
"210","2019","01","12","ACO",2019-01-12,48,"NE"
"211","2019","04","11","ACO",2019-04-11,87,"NE"
"212","2020","10","18","ACO",2020-10-18,40,"NE"
"213","2020","10","24","ACO",2020-10-24,37,"NE"
"214","2019","02","02","ACO",2019-02-02,78,"NE"
"215","2020","10","15","ACO",2020-10-15,33,"NE"
"216","2020","08","01","ACO",2020-08-01,20,"NE"
"217","2020","09","18","ACO",2020-09-18,11,"NE"
"218","2020","11","05","ACO",2020-11-05,57,"NE"
"219","2019","05","02","ACO",2019-05-02,34,"NE"
"220","2020","03","28","ACO",2020-03-28,67,"NE"
"221","2020","11","11","ACO",2020-11-11,77,"NE"
"222","2020","11","02","ACO",2020-11-02,19,"NE"
"223","2020","08","22","ACO",2020-08-22,26,"NE"
"224","2019","01","20","ACO",2019-01-20,31,"NE"
"225","2020","07","26","ACO",2020-07-26,17,"NE"
"226","2020","07","23","ACO",2020-07-23,34,"NE"
"227","2019","01","13","ACO",2019-01-13,21,"NE"
"228","2020","10","16","ACO",2020-10-16,27,"NE"
"229","2020","11","21","ACO",2020-11-21,22,"NE"
"230","2020","12","17","ACO",2020-12-17,54,"NE"
"231","2019","05","20","ACO",2019-05-20,54,"NE"
"232","2020","03","24","ACO",2020-03-24,52,"NE"
"233","2020","11","18","ACO",2020-11-18,14,"NE"
"234","2019","02","10","ACO",2019-02-10,55,"NE"
"235","2019","02","24","ACO",2019-02-24,24,"NE"
"236","2020","03","17","ACO",2020-03-17,25,"NE"
"237","2020","04","08","ACO",2020-04-08,44,"NE"
"238","2020","11","15","ACO",2020-11-15,65,"NE"
"239","2020","07","24","ACO",2020-07-24,24,"NE"
"240","2020","10","17","ACO",2020-10-17,24,"NE"
"241","2020","12","01","ACO",2020-12-01,62,"NE"
"242","2020","09","02","ACO",2020-09-02,25,"NE"
"243","2020","10","26","ACO",2020-10-26,65,"NE"
"244","2020","09","14","ACO",2020-09-14,21,"NE"
"245","2019","02","06","ACO",2019-02-06,82,"NE"
"246","2019","05","21","ACO",2019-05-21,68,"NE"
"247","2020","10","29","ACO",2020-10-29,51,"NE"
"248","2020","11","13","ACO",2020-11-13,70,"NE"
"249","2020","04","11","ACO",2020-04-11,53,"NE"
"250","2019","06","15","ACO",2019-06-15,31,"NE"
"251","2019","02","07","ACO",2019-02-07,79,"NE"
"252","2020","08","19","ACO",2020-08-19,25,"NE"
"253","2020","03","18","ACO",2020-03-18,46,"NE"
"254","2020","04","09","ACO",2020-04-09,44,"NE"
"255","2019","05","29","ACO",2019-05-29,63,"NE"
"256","2020","09","03","ACO",2020-09-03,27,"NE"
"257","2019","04","27","ACO",2019-04-27,69,"NE"
"258","2020","03","23","ACO",2020-03-23,43,"NE"
"259","2020","12","08","ACO",2020-12-08,46,"NE"
"260","2019","05","19","ACO",2019-05-19,50,"NE"
"261","2020","11","17","ACO",2020-11-17,23,"NE"
"262","2020","12","22","ACO",2020-12-22,69,"NE"
"263","2020","11","24","ACO",2020-11-24,51,"NE"
"264","2020","08","26","ACO",2020-08-26,12,"NE"
"265","2019","03","24","ACO",2019-03-24,41,"NE"
"266","2020","10","19","ACO",2020-10-19,30,"NE"
"267","2020","04","02","ACO",2020-04-02,52,"NE"
"268","2020","08","16","ACO",2020-08-16,14,"NE"
"269","2019","03","19","ACO",2019-03-19,49,"NE"
"270","2020","03","19","ACO",2020-03-19,42,"NE"
"271","2020","04","10","ACO",2020-04-10,48,"NE"
"272","2020","09","22","ACO",2020-09-22,31,"NE"
"273","2019","02","26","ACO",2019-02-26,29,"NE"
"274","2019","04","10","ACO",2019-04-10,49,"NE"
"275","2019","02","13","ACO",2019-02-13,42,"NE"
"276","2019","03","26","ACO",2019-03-26,43,"NE"
"277","2019","02","27","ACO",2019-02-27,34,"NE"
"278","2019","04","18","ACO",2019-04-18,65,"NE"
"279","2019","06","26","ACO",2019-06-26,22,"NE"
"280","2020","10","20","ACO",2020-10-20,37,"NE"
"281","2020","08","17","ACO",2020-08-17,21,"NE"
"282","2020","04","03","ACO",2020-04-03,34,"NE"
"283","2019","01","30","ACO",2019-01-30,63,"NE"
"284","2019","05","01","ACO",2019-05-01,30,"NE"
"285","2020","07","31","ACO",2020-07-31,20,"NE"
"286","2019","03","20","ACO",2019-03-20,48,"NE"
"287","2020","09","26","ACO",2020-09-26,37,"NE"
"288","2019","03","23","ACO",2019-03-23,42,"NE"
"289","2020","03","25","ACO",2020-03-25,63,"NE"
"290","2019","03","21","ACO",2019-03-21,40,"NE"
"291","2019","03","31","ACO",2019-03-31,68,"NE"
"292","2019","04","25","ACO",2019-04-25,83,"NE"
"293","2019","02","11","ACO",2019-02-11,75,"NE"
"294","2020","12","13","ACO",2020-12-13,53,"NE"
"295","2019","03","27","ACO",2019-03-27,39,"NE"
"296","2020","12","05","ACO",2020-12-05,54,"NE"
"297","2020","09","09","ACO",2020-09-09,28,"NE"
"298","2019","05","13","ACO",2019-05-13,116,"NE"
"299","2020","12","16","ACO",2020-12-16,71,"NE"
"300","2019","02","09","ACO",2019-02-09,43,"NE"
"301","2019","05","03","ACO",2019-05-03,54,"NE"
"302","2019","03","02","ACO",2019-03-02,72,"NE"
"303","2020","04","15","ACO",2020-04-15,58,"NE"
"304","2020","04","07","ACO",2020-04-07,38,"NE"
"305","2020","11","14","ACO",2020-11-14,78,"NE"
"306","2020","04","12","ACO",2020-04-12,58,"NE"
"307","2020","10","22","ACO",2020-10-22,47,"NE"
"308","2020","12","14","ACO",2020-12-14,57,"NE"
"309","2020","10","25","ACO",2020-10-25,38,"NE"
"310","2019","01","18","ACO",2019-01-18,55,"NE"
"311","2020","07","30","ACO",2020-07-30,27,"NE"
"312","2020","09","28","ACO",2020-09-28,24,"NE"
"313","2020","11","19","ACO",2020-11-19,35,"NE"
"314","2020","11","07","ACO",2020-11-07,61,"NE"
"315","2019","01","19","ACO",2019-01-19,52,"NE"
"316","2019","06","25","ACO",2019-06-25,15,"NE"
"317","2020","09","08","ACO",2020-09-08,27,"NE"
"318","2020","11","08","ACO",2020-11-08,55,"NE"
"319","2019","06","07","ACO",2019-06-07,28,"NE"
"320","2019","05","28","ACO",2019-05-28,57,"NE"
"321","2020","12","04","ACO",2020-12-04,64,"NE"
"322","2020","10","05","ACO",2020-10-05,32,"NE"
"323","2019","03","01","ACO",2019-03-01,60,"NE"
"324","2020","03","22","ACO",2020-03-22,41,"NE"
"325","2020","08","31","ACO",2020-08-31,22,"NE"
"326","2019","05","30","ACO",2019-05-30,65,"NE"
"327","2020","09","23","ACO",2020-09-23,32,"NE"
"328","2020","09","24","ACO",2020-09-24,25,"NE"
"329","2020","03","26","ACO",2020-03-26,73,"NE"
"330","2019","01","29","ACO",2019-01-29,71,"NE"
"331","2019","06","27","ACO",2019-06-27,20,"NE"
"332","2019","04","16","ACO",2019-04-16,88,"NE"
"333","2019","04","20","ACO",2019-04-20,46,"NE"
"334","2019","02","23","ACO",2019-02-23,47,"NE"
"335","2020","04","13","ACO",2020-04-13,50,"NE"
"336","2020","11","20","ACO",2020-11-20,44,"NE"
"337","2020","09","25","ACO",2020-09-25,33,"NE"
"338","2020","08","23","ACO",2020-08-23,22,"NE"
"339","2020","09","04","ACO",2020-09-04,15,"NE"
"340","2020","09","13","ACO",2020-09-13,15,"NE"
"341","2020","11","30","ACO",2020-11-30,70,"NE"
"342","2019","04","12","ACO",2019-04-12,93,"NE"
"343","2020","11","22","ACO",2020-11-22,29,"NE"
"344","2020","09","01","ACO",2020-09-01,26,"NE"
"345","2020","12","15","ACO",2020-12-15,58,"NE"
"346","2019","05","15","ACO",2019-05-15,85,"NE"
"347","2020","12","07","ACO",2020-12-07,34,"NE"
"348","2020","12","06","ACO",2020-12-06,50,"NE"
"349","2020","09","11","ACO",2020-09-11,16,"NE"
"350","2019","04","06","ACO",2019-04-06,60,"NE"
"351","2020","09","12","ACO",2020-09-12,29,"NE"
"352","2019","04","29","ACO",2019-04-29,68,"NE"
"353","2020","03","30","ACO",2020-03-30,61,"NE"
"354","2019","05","11","ACO",2019-05-11,84,"NE"
"355","2020","07","25","ACO",2020-07-25,29,"NE"
"356","2020","12","02","ACO",2020-12-02,50,"NE"
"357","2020","12","03","ACO",2020-12-03,67,"NE"
"358","2020","08","09","ACO",2020-08-09,11,"NE"
"359","2019","05","24","ACO",2019-05-24,49,"NE"
"360","2019","02","14","ACO",2019-02-14,44,"NE"
"361","2019","04","26","ACO",2019-04-26,67,"NE"
"362","2020","09","10","ACO",2020-09-10,17,"NE"
"363","2019","04","19","ACO",2019-04-19,47,"NE"
"364","2020","07","27","ACO",2020-07-27,22,"NE"
"365","2019","02","08","ACO",2019-02-08,45,"NE"
"366","2019","02","28","ACO",2019-02-28,51,"NE"
"367","2019","05","06","AJM",2019-05-06,49,"SO"
"368","2019","07","10","AJM",2019-07-10,22,"SO"
"369","2020","03","07","AJM",2020-03-07,67,"SO"
"370","2019","01","26","AJM",2019-01-26,23,"SO"
"371","2020","01","08","AJM",2020-01-08,52,"SO"
"372","2019","11","14","AJM",2019-11-14,18,"SO"
"373","2020","03","01","AJM",2020-03-01,39,"SO"
"374","2019","01","12","AJM",2019-01-12,42,"SO"
"375","2019","07","31","AJM",2019-07-31,34,"SO"
"376","2019","08","07","AJM",2019-08-07,15,"SO"
"377","2019","06","22","AJM",2019-06-22,31,"SO"
"378","2020","03","13","AJM",2020-03-13,40,"SO"
"379","2019","11","06","AJM",2019-11-06,22,"SO"
"380","2019","11","09","AJM",2019-11-09,19,"SO"
"381","2020","03","08","AJM",2020-03-08,38,"SO"
"382","2019","06","19","AJM",2019-06-19,29,"SO"
"383","2019","08","23","AJM",2019-08-23,31,"SO"
"384","2019","08","22","AJM",2019-08-22,23,"SO"
"385","2020","01","09","AJM",2020-01-09,41,"SO"
"386","2020","04","15","AJM",2020-04-15,54,"SO"
"387","2019","10","15","AJM",2019-10-15,32,"SO"
"388","2019","08","29","AJM",2019-08-29,28,"SO"
"389","2019","05","21","AJM",2019-05-21,50,"SO"
"390","2020","04","24","AJM",2020-04-24,38,"SO"
"391","2019","12","29","AJM",2019-12-29,26,"SO"
"392","2019","07","04","AJM",2019-07-04,35,"SO"
"393","2019","01","20","AJM",2019-01-20,38,"SO"
"394","2020","03","16","AJM",2020-03-16,30,"SO"
"395","2019","07","16","AJM",2019-07-16,24,"SO"
"396","2019","12","28","AJM",2019-12-28,30,"SO"
"397","2019","06","30","AJM",2019-06-30,22,"SO"
"398","2019","04","21","AJM",2019-04-21,42,"SO"
"399","2019","07","01","AJM",2019-07-01,17,"SO"
"400","2019","08","30","AJM",2019-08-30,27,"SO"
"401","2019","10","02","AJM",2019-10-02,16,"SO"
"402","2019","01","09","AJM",2019-01-09,46,"SO"
"403","2019","12","02","AJM",2019-12-02,40,"SO"
"404","2019","12","08","AJM",2019-12-08,46,"SO"
"405","2019","10","08","AJM",2019-10-08,14,"SO"
"406","2019","08","19","AJM",2019-08-19,20,"SO"
"407","2019","12","15","AJM",2019-12-15,43,"SO"
"408","2019","06","10","AJM",2019-06-10,24,"SO"
"409","2020","04","18","AJM",2020-04-18,50,"SO"
"410","2019","03","29","AJM",2019-03-29,44,"SO"
"411","2019","10","07","AJM",2019-10-07,17,"SO"
"412","2020","01","21","AJM",2020-01-21,32,"SO"
"413","2019","08","15","AJM",2019-08-15,20,"SO"
"414","2019","12","22","AJM",2019-12-22,47,"SO"
"415","2020","05","04","AJM",2020-05-04,22,"SO"
"416","2019","09","30","AJM",2019-09-30,11,"SO"
"417","2019","10","01","AJM",2019-10-01,18,"SO"
"418","2019","10","25","AJM",2019-10-25,31,"SO"
"419","2019","11","04","AJM",2019-11-04,35,"SO"
"420","2019","12","12","AJM",2019-12-12,43,"SO"
"421","2019","01","15","AJM",2019-01-15,53,"SO"
"422","2019","04","07","AJM",2019-04-07,39,"SO"
"423","2020","03","04","AJM",2020-03-04,29,"SO"
"424","2019","07","29","AJM",2019-07-29,20,"SO"
"425","2020","01","19","AJM",2020-01-19,13,"SO"
"426","2019","06","11","AJM",2019-06-11,20,"SO"
"427","2019","12","25","AJM",2019-12-25,25,"SO"
"428","2019","09","10","AJM",2019-09-10,26,"SO"
"429","2019","06","23","AJM",2019-06-23,20,"SO"
"430","2019","12","13","AJM",2019-12-13,33,"SO"
"431","2019","12","14","AJM",2019-12-14,36,"SO"
"432","2020","04","27","AJM",2020-04-27,22,"SO"
"433","2019","03","05","AJM",2019-03-05,27,"SO"
"434","2019","09","24","AJM",2019-09-24,36,"SO"
"435","2019","03","28","AJM",2019-03-28,39,"SO"
"436","2019","01","25","AJM",2019-01-25,25,"SO"
"437","2019","02","03","AJM",2019-02-03,42,"SO"
"438","2019","03","17","AJM",2019-03-17,50,"SO"
"439","2020","04","25","AJM",2020-04-25,42,"SO"
"440","2019","07","30","AJM",2019-07-30,32,"SO"
"441","2020","04","26","AJM",2020-04-26,27,"SO"
"442","2020","01","06","AJM",2020-01-06,60,"SO"
"443","2019","10","17","AJM",2019-10-17,10,"SO"
"444","2019","12","16","AJM",2019-12-16,33,"SO"
"445","2019","08","02","AJM",2019-08-02,32,"SO"
"446","2019","01","01","AJM",2019-01-01,36,"SO"
"447","2020","03","03","AJM",2020-03-03,30,"SO"
"448","2019","05","26","AJM",2019-05-26,32,"SO"
"449","2019","08","08","AJM",2019-08-08,15,"SO"
"450","2019","11","17","AJM",2019-11-17,28,"SO"
"451","2019","12","05","AJM",2019-12-05,38,"SO"
"452","2019","12","24","AJM",2019-12-24,34,"SO"
"453","2019","10","05","AJM",2019-10-05,25,"SO"
"454","2019","04","11","AJM",2019-04-11,51,"SO"
"455","2019","10","29","AJM",2019-10-29,31,"SO"
"456","2019","10","21","AJM",2019-10-21,18,"SO"
"457","2019","07","18","AJM",2019-07-18,27,"SO"
"458","2019","04","09","AJM",2019-04-09,31,"SO"
"459","2019","01","08","AJM",2019-01-08,46,"SO"
"460","2019","01","22","AJM",2019-01-22,26,"SO"
"461","2019","12","27","AJM",2019-12-27,51,"SO"
"462","2019","03","09","AJM",2019-03-09,37,"SO"
"463","2019","03","23","AJM",2019-03-23,30,"SO"
"464","2020","01","24","AJM",2020-01-24,25,"SO"
"465","2020","03","09","AJM",2020-03-09,45,"SO"
"466","2019","11","07","AJM",2019-11-07,28,"SO"
"467","2019","04","25","AJM",2019-04-25,55,"SO"
"468","2019","07","17","AJM",2019-07-17,20,"SO"
"469","2019","07","20","AJM",2019-07-20,32,"SO"
"470","2019","05","17","AJM",2019-05-17,45,"SO"
"471","2019","01","13","AJM",2019-01-13,31,"SO"
"472","2019","12","04","AJM",2019-12-04,36,"SO"
"473","2019","05","25","AJM",2019-05-25,42,"SO"
"474","2019","06","14","AJM",2019-06-14,21,"SO"
"475","2020","03","31","AJM",2020-03-31,48,"SO"
"476","2020","03","24","AJM",2020-03-24,33,"SO"
"477","2020","01","27","AJM",2020-01-27,18,"SO"
"478","2019","05","03","AJM",2019-05-03,40,"SO"
"479","2019","06","03","AJM",2019-06-03,17,"SO"
"480","2020","03","17","AJM",2020-03-17,31,"SO"
"481","2019","10","28","AJM",2019-10-28,35,"SO"
"482","2019","05","18","AJM",2019-05-18,41,"SO"
"483","2019","10","31","AJM",2019-10-31,20,"SO"
"484","2019","07","07","AJM",2019-07-07,28,"SO"
"485","2019","08","20","AJM",2019-08-20,23,"SO"
"486","2019","01","14","AJM",2019-01-14,37,"SO"
"487","2019","06","04","AJM",2019-06-04,14,"SO"
"488","2020","01","11","AJM",2020-01-11,27,"SO"
"489","2020","01","18","AJM",2020-01-18,32,"SO"
"490","2019","01","19","AJM",2019-01-19,41,"SO"
"491","2020","04","01","AJM",2020-04-01,46,"SO"
"492","2020","03","25","AJM",2020-03-25,40,"SO"
"493","2019","04","13","AJM",2019-04-13,45,"SO"
"494","2020","05","01","AJM",2020-05-01,19,"SO"
"495","2020","04","16","AJM",2020-04-16,55,"SO"
"496","2019","03","18","AJM",2019-03-18,35,"SO"
"497","2019","07","19","AJM",2019-07-19,21,"SO"
"498","2019","09","23","AJM",2019-09-23,29,"SO"
"499","2019","05","24","AJM",2019-05-24,47,"SO"
