"","Year","Month","Day","station","Date","PromDiario","ZONA"
"5224","2020","04","22","NEZ",2020-04-22,29,"NE"
"5225","2020","08","01","NEZ",2020-08-01,19,"NE"
"5226","2020","09","02","NEZ",2020-09-02,16,"NE"
"5227","2019","02","20","NEZ",2019-02-20,15,"NE"
"5228","2020","07","06","NEZ",2020-07-06,16,"NE"
"5229","2019","09","26","NEZ",2019-09-26,28,"NE"
"5230","2020","04","23","NEZ",2020-04-23,27,"NE"
"5231","2019","02","11","NEZ",2019-02-11,31,"NE"
"5232","2019","04","02","NEZ",2019-04-02,33,"NE"
"5233","2020","05","29","NEZ",2020-05-29,22,"NE"
"5234","2019","11","25","NEZ",2019-11-25,26,"NE"
"5235","2019","04","06","NEZ",2019-04-06,34,"NE"
"5236","2019","01","02","NEZ",2019-01-02,43,"NE"
"5237","2020","06","21","NEZ",2020-06-21,23,"NE"
"5238","2019","03","10","NEZ",2019-03-10,37,"NE"
"5239","2020","08","25","NEZ",2020-08-25,7,"NE"
"5240","2019","07","11","NEZ",2019-07-11,27,"NE"
"5241","2020","07","07","NEZ",2020-07-07,11,"NE"
"5242","2020","08","14","NEZ",2020-08-14,19,"NE"
"5243","2019","11","28","NEZ",2019-11-28,23,"NE"
"5244","2019","12","31","NEZ",2019-12-31,24,"NE"
"5245","2019","07","06","NEZ",2019-07-06,19,"NE"
"5246","2020","02","19","NEZ",2020-02-19,34,"NE"
"5247","2020","03","04","NEZ",2020-03-04,19,"NE"
"5248","2019","06","08","NEZ",2019-06-08,23,"NE"
"5249","2020","07","22","NEZ",2020-07-22,18,"NE"
"5250","2019","06","25","NEZ",2019-06-25,12,"NE"
"5251","2020","04","11","NEZ",2020-04-11,37,"NE"
"5252","2019","11","27","NEZ",2019-11-27,29,"NE"
"5253","2020","12","18","NEZ",2020-12-18,19,"NE"
"5254","2019","11","07","NEZ",2019-11-07,18,"NE"
"5255","2020","07","01","NEZ",2020-07-01,19,"NE"
"5256","2019","07","23","NEZ",2019-07-23,19,"NE"
"5257","2020","07","03","NEZ",2020-07-03,20,"NE"
"5258","2020","03","06","NEZ",2020-03-06,26,"NE"
"5259","2019","05","08","NEZ",2019-05-08,42,"NE"
"5260","2019","07","22","NEZ",2019-07-22,12,"NE"
"5261","2019","05","30","NEZ",2019-05-30,29,"NE"
"5262","2019","01","17","NEZ",2019-01-17,29,"NE"
"5263","2020","05","20","NEZ",2020-05-20,47,"NE"
"5264","2019","11","22","NEZ",2019-11-22,28,"NE"
"5265","2020","05","04","NEZ",2020-05-04,16,"NE"
"5266","2020","04","18","NEZ",2020-04-18,36,"NE"
"5267","2020","05","30","NEZ",2020-05-30,18,"NE"
"5268","2020","02","28","PED",2020-02-28,21,"SO"
"5269","2019","10","02","PED",2019-10-02,10,"SO"
"5270","2020","10","28","PED",2020-10-28,21,"SO"
"5271","2020","08","29","PED",2020-08-29,19,"SO"
"5272","2019","10","31","PED",2019-10-31,11,"SO"
"5273","2020","01","11","PED",2020-01-11,14,"SO"
"5274","2019","09","24","PED",2019-09-24,24,"SO"
"5275","2019","02","18","PED",2019-02-18,17,"SO"
"5276","2019","02","02","PED",2019-02-02,28,"SO"
"5277","2020","01","21","PED",2020-01-21,20,"SO"
"5278","2020","10","27","PED",2020-10-27,18,"SO"
"5279","2019","12","09","PED",2019-12-09,18,"SO"
"5280","2019","10","22","PED",2019-10-22,13,"SO"
"5281","2020","02","17","PED",2020-02-17,12,"SO"
"5282","2020","04","30","PED",2020-04-30,16,"SO"
"5283","2020","09","10","PED",2020-09-10,15,"SO"
"5284","2019","04","12","PED",2019-04-12,20,"SO"
"5285","2020","07","13","PED",2020-07-13,14,"SO"
"5286","2020","01","20","PED",2020-01-20,11,"SO"
"5287","2020","05","13","PED",2020-05-13,34,"SO"
"5288","2020","11","02","PED",2020-11-02,9,"SO"
"5289","2019","02","03","PED",2019-02-03,26,"SO"
"5290","2020","08","28","PED",2020-08-28,16,"SO"
"5291","2019","03","20","PED",2019-03-20,18,"SO"
"5292","2020","02","22","PED",2020-02-22,19,"SO"
"5293","2019","11","16","PED",2019-11-16,28,"SO"
"5294","2020","03","10","PED",2020-03-10,25,"SO"
"5295","2020","06","04","PED",2020-06-04,11,"SO"
"5296","2019","10","25","PED",2019-10-25,26,"SO"
"5297","2019","12","13","PED",2019-12-13,16,"SO"
"5298","2019","10","18","PED",2019-10-18,8,"SO"
"5299","2019","11","18","PED",2019-11-18,12,"SO"
"5300","2020","07","21","PED",2020-07-21,15,"SO"
"5301","2019","08","28","PED",2019-08-28,17,"SO"
"5302","2019","12","02","PED",2019-12-02,23,"SO"
"5303","2020","10","31","PED",2020-10-31,18,"SO"
"5304","2020","06","18","PED",2020-06-18,14,"SO"
"5305","2020","05","16","PED",2020-05-16,31,"SO"
"5306","2020","05","01","PED",2020-05-01,15,"SO"
"5307","2019","03","14","PED",2019-03-14,24,"SO"
"5308","2019","12","01","PED",2019-12-01,13,"SO"
"5309","2020","01","19","PED",2020-01-19,10,"SO"
"5310","2019","05","15","PED",2019-05-15,63,"SO"
"5311","2020","05","25","PED",2020-05-25,27,"SO"
"5312","2019","05","14","PED",2019-05-14,54,"SO"
"5313","2020","05","23","PED",2020-05-23,23,"SO"
"5314","2019","10","24","PED",2019-10-24,16,"SO"
"5315","2020","08","18","PED",2020-08-18,13,"SO"
"5316","2020","05","11","PED",2020-05-11,27,"SO"
"5317","2019","02","09","PED",2019-02-09,24,"SO"
"5318","2020","02","15","PED",2020-02-15,28,"SO"
"5319","2020","05","17","PED",2020-05-17,38,"SO"
"5320","2019","02","28","PED",2019-02-28,15,"SO"
"5321","2019","09","07","PED",2019-09-07,19,"SO"
"5322","2020","07","20","PED",2020-07-20,19,"SO"
"5323","2020","05","24","PED",2020-05-24,22,"SO"
"5324","2020","09","11","PED",2020-09-11,12,"SO"
"5325","2019","06","27","PED",2019-06-27,10,"SO"
"5326","2019","03","03","PED",2019-03-03,19,"SO"
"5327","2020","08","19","PED",2020-08-19,24,"SO"
"5328","2019","09","23","PED",2019-09-23,18,"SO"
"5329","2020","02","23","PED",2020-02-23,19,"SO"
"5330","2019","09","03","PED",2019-09-03,12,"SO"
"5331","2019","03","16","PED",2019-03-16,22,"SO"
"5332","2019","07","03","PED",2019-07-03,13,"SO"
"5333","2020","01","18","PED",2020-01-18,16,"SO"
"5334","2019","10","19","PED",2019-10-19,8,"SO"
"5335","2020","11","10","PED",2020-11-10,18,"SO"
"5336","2020","08","02","PED",2020-08-02,17,"SO"
"5337","2019","11","14","PED",2019-11-14,9,"SO"
"5338","2019","09","29","PED",2019-09-29,4,"SO"
"5339","2019","02","26","PED",2019-02-26,14,"SO"
"5340","2019","11","17","PED",2019-11-17,16,"SO"
"5341","2020","08","17","PED",2020-08-17,12,"SO"
"5342","2020","10","23","PED",2020-10-23,8,"SO"
"5343","2019","08","07","PED",2019-08-07,11,"SO"
"5344","2019","07","27","PED",2019-07-27,12,"SO"
"5345","2020","10","18","PED",2020-10-18,16,"SO"
"5346","2019","04","16","PED",2019-04-16,35,"SO"
"5347","2020","03","13","PED",2020-03-13,17,"SO"
"5348","2020","05","14","PED",2020-05-14,44,"SO"
"5349","2019","12","25","PED",2019-12-25,28,"SO"
"5350","2020","10","14","PED",2020-10-14,10,"SO"
"5351","2019","12","17","PED",2019-12-17,25,"SO"
"5352","2020","02","02","PED",2020-02-02,20,"SO"
"5353","2020","06","05","PED",2020-06-05,12,"SO"
"5354","2020","03","18","PED",2020-03-18,24,"SO"
"5355","2020","10","24","PED",2020-10-24,10,"SO"
"5356","2019","03","21","PED",2019-03-21,23,"SO"
"5357","2020","01","07","PED",2020-01-07,18,"SO"
"5358","2019","06","16","PED",2019-06-16,19,"SO"
"5359","2020","05","22","PED",2020-05-22,28,"SO"
"5360","2019","07","06","PED",2019-07-06,13,"SO"
"5361","2020","08","24","PED",2020-08-24,14,"SO"
"5362","2019","04","28","PED",2019-04-28,35,"SO"
"5363","2019","05","13","PED",2019-05-13,78,"SO"
"5364","2019","03","19","PED",2019-03-19,17,"SO"
"5365","2019","02","01","PED",2019-02-01,15,"SO"
"5366","2020","09","03","PED",2020-09-03,15,"SO"
"5367","2019","07","16","PED",2019-07-16,13,"SO"
"5368","2019","12","18","PED",2019-12-18,46,"SO"
"5369","2020","10","25","PED",2020-10-25,10,"SO"
"5370","2019","02","04","PED",2019-02-04,22,"SO"
"5371","2019","10","11","PED",2019-10-11,14,"SO"
"5372","2019","12","10","PED",2019-12-10,23,"SO"
"5373","2019","07","30","PED",2019-07-30,15,"SO"
"5374","2019","02","10","PED",2019-02-10,21,"SO"
"5375","2020","07","30","PED",2020-07-30,19,"SO"
"5376","2020","11","20","PED",2020-11-20,17,"SO"
"5377","2020","10","13","PED",2020-10-13,18,"SO"
"5378","2019","04","26","PED",2019-04-26,32,"SO"
"5379","2020","02","16","PED",2020-02-16,11,"SO"
"5380","2019","06","12","PED",2019-06-12,15,"SO"
"5381","2020","01","06","PED",2020-01-06,38,"SO"
"5382","2019","11","01","PED",2019-11-01,22,"SO"
"5383","2020","10","26","PED",2020-10-26,12,"SO"
"5384","2019","12","14","PED",2019-12-14,21,"SO"
"5385","2020","02","29","PED",2020-02-29,20,"SO"
"5386","2019","02","07","PED",2019-02-07,27,"SO"
"5387","2019","09","27","PED",2019-09-27,14,"SO"
"5388","2020","01","09","PED",2020-01-09,25,"SO"
"5389","2020","02","04","PED",2020-02-04,5,"SO"
"5390","2020","07","22","PED",2020-07-22,11,"SO"
"5391","2019","04","27","PED",2019-04-27,37,"SO"
"5392","2019","11","15","PED",2019-11-15,22,"SO"
"5393","2019","07","02","PED",2019-07-02,9,"SO"
"5394","2020","04","29","PED",2020-04-29,17,"SO"
"5395","2020","05","08","PED",2020-05-08,26,"SO"
"5396","2020","01","12","PED",2020-01-12,24,"SO"
"5397","2020","07","29","PED",2020-07-29,11,"SO"
"5398","2019","05","26","PED",2019-05-26,17,"SO"
"5399","2019","08","04","PED",2019-08-04,20,"SO"
"5400","2020","11","15","PED",2020-11-15,13,"SO"
"5401","2019","02","06","PED",2019-02-06,26,"SO"
"5402","2019","05","01","PED",2019-05-01,20,"SO"
"5403","2020","07","23","PED",2020-07-23,19,"SO"
"5404","2019","09","28","PED",2019-09-28,14,"SO"
"5405","2019","02","12","PED",2019-02-12,23,"SO"
"5406","2020","01","05","PED",2020-01-05,22,"SO"
"5407","2019","10","01","PED",2019-10-01,10,"SO"
"5408","2020","06","06","PED",2020-06-06,15,"SO"
"5409","2020","01","15","PED",2020-01-15,17,"SO"
"5410","2020","11","26","PED",2020-11-26,13,"SO"
"5411","2020","09","20","PED",2020-09-20,22,"SO"
"5412","2019","05","18","PED",2019-05-18,23,"SO"
"5413","2020","11","16","PED",2020-11-16,8,"SO"
"5414","2019","12","11","PED",2019-12-11,32,"SO"
"5415","2019","04","20","PED",2019-04-20,17,"SO"
"5416","2020","04","28","PED",2020-04-28,16,"SO"
"5417","2019","12","16","PED",2019-12-16,20,"SO"
"5418","2019","03","12","PED",2019-03-12,16,"SO"
"5419","2020","09","27","PED",2020-09-27,16,"SO"
"5420","2019","11","04","PED",2019-11-04,23,"SO"
"5421","2019","02","16","PED",2019-02-16,17,"SO"
"5422","2019","10","07","PED",2019-10-07,7,"SO"
"5423","2020","05","28","PED",2020-05-28,25,"SO"
"5424","2019","09","12","PED",2019-09-12,13,"SO"
"5425","2019","02","05","PED",2019-02-05,26,"SO"
"5426","2020","07","16","PED",2020-07-16,18,"SO"
"5427","2019","03","15","PED",2019-03-15,26,"SO"
"5428","2020","08","12","PED",2020-08-12,10,"SO"
"5429","2020","08","06","PED",2020-08-06,14,"SO"
"5430","2019","04","21","PED",2019-04-21,20,"SO"
"5431","2020","08","03","PED",2020-08-03,15,"SO"
"5432","2019","08","08","PED",2019-08-08,12,"SO"
"5433","2019","04","10","PED",2019-04-10,22,"SO"
"5434","2020","09","02","PED",2020-09-02,16,"SO"
"5435","2020","11","18","PED",2020-11-18,8,"SO"
"5436","2020","05","26","PED",2020-05-26,24,"SO"
"5437","2020","11","25","PED",2020-11-25,14,"SO"
"5438","2020","10","21","PED",2020-10-21,12,"SO"
"5439","2019","03","08","PED",2019-03-08,14,"SO"
"5440","2019","08","05","PED",2019-08-05,15,"SO"
"5441","2019","07","10","PED",2019-07-10,13,"SO"
"5442","2020","08","07","PED",2020-08-07,9,"SO"
"5443","2019","12","23","PED",2019-12-23,31,"SO"
"5444","2019","05","04","PED",2019-05-04,35,"SO"
"5445","2020","02","20","PED",2020-02-20,21,"SO"
"5446","2020","05","21","PED",2020-05-21,47,"SO"
"5447","2019","08","09","PED",2019-08-09,20,"SO"
"5448","2020","05","12","PED",2020-05-12,31,"SO"
"5449","2019","08","16","PED",2019-08-16,11,"SO"
"5450","2019","10","28","PED",2019-10-28,31,"SO"
"5451","2019","05","19","PED",2019-05-19,26,"SO"
"5452","2020","08","22","PED",2020-08-22,13,"SO"
"5453","2019","07","19","PED",2019-07-19,13,"SO"
"5454","2019","08","03","PED",2019-08-03,14,"SO"
"5455","2020","02","01","PED",2020-02-01,24,"SO"
"5456","2020","01","25","PED",2020-01-25,14,"SO"
"5457","2020","10","16","PED",2020-10-16,8,"SO"
"5458","2019","12","24","PED",2019-12-24,20,"SO"
"5459","2020","07","10","PED",2020-07-10,14,"SO"
"5460","2020","09","04","PED",2020-09-04,6,"SO"
"5461","2019","02","19","PED",2019-02-19,8,"SO"
"5462","2019","10","29","PED",2019-10-29,21,"SO"
"5463","2020","03","02","PED",2020-03-02,16,"SO"
"5464","2020","11","01","PED",2020-11-01,13,"SO"
"5465","2019","06","15","PED",2019-06-15,17,"SO"
"5466","2019","10","16","PED",2019-10-16,11,"SO"
"5467","2019","10","20","PED",2019-10-20,4,"SO"
"5468","2019","07","29","PED",2019-07-29,11,"SO"
"5469","2019","04","18","PED",2019-04-18,25,"SO"
"5470","2019","07","12","PED",2019-07-12,16,"SO"
"5471","2019","05","20","PED",2019-05-20,31,"SO"
"5472","2020","09","05","PED",2020-09-05,7,"SO"
"5473","2019","02","17","PED",2019-02-17,18,"SO"
"5474","2019","03","02","PED",2019-03-02,21,"SO"
"5475","2019","03","18","PED",2019-03-18,18,"SO"
"5476","2020","12","01","PED",2020-12-01,16,"SO"
"5477","2019","10","21","PED",2019-10-21,7,"SO"
"5478","2019","05","23","PED",2019-05-23,30,"SO"
"5479","2019","02","21","PED",2019-02-21,3,"SO"
"5480","2019","10","03","PED",2019-10-03,10,"SO"
"5481","2020","03","03","PED",2020-03-03,11,"SO"
"5482","2019","07","05","PED",2019-07-05,21,"SO"
"5483","2020","02","25","PED",2020-02-25,9,"SO"
"5484","2020","09","06","PED",2020-09-06,7,"SO"
"5485","2019","12","08","PED",2019-12-08,27,"SO"
"5486","2019","04","11","PED",2019-04-11,20,"SO"
"5487","2020","08","16","PED",2020-08-16,12,"SO"
"5488","2020","11","03","PED",2020-11-03,11,"SO"
"5489","2020","03","27","PED",2020-03-27,19,"SO"
"5490","2020","05","15","PED",2020-05-15,47,"SO"
"5491","2019","05","24","PED",2019-05-24,33,"SO"
"5492","2020","03","11","PED",2020-03-11,23,"SO"
"5493","2020","02","11","PED",2020-02-11,16,"SO"
"5494","2019","10","12","PED",2019-10-12,11,"SO"
"5495","2020","06","03","PED",2020-06-03,7,"SO"
"5496","2019","10","04","PED",2019-10-04,14,"SO"
"5497","2019","11","07","PED",2019-11-07,12,"SO"
"5498","2019","11","27","PED",2019-11-27,23,"SO"
"5499","2019","03","17","PED",2019-03-17,29,"SO"
"5500","2020","11","04","PED",2020-11-04,21,"SO"
"5501","2019","08","10","PED",2019-08-10,9,"SO"
"5502","2019","02","13","PED",2019-02-13,34,"SO"
"5503","2019","02","23","PED",2019-02-23,12,"SO"
"5504","2020","12","03","PED",2020-12-03,9,"SO"
"5505","2020","05","07","PED",2020-05-07,23,"SO"
"5506","2019","11","20","PED",2019-11-20,23,"SO"
"5507","2020","11","14","PED",2020-11-14,22,"SO"
"5508","2019","07","23","PED",2019-07-23,14,"SO"
"5509","2019","11","11","PED",2019-11-11,18,"SO"
"5510","2020","02","19","PED",2020-02-19,22,"SO"
"5511","2019","03","10","PED",2019-03-10,26,"SO"
"5512","2019","10","05","PED",2019-10-05,16,"SO"
"5513","2020","03","26","PED",2020-03-26,34,"SO"
"5514","2019","02","14","PED",2019-02-14,19,"SO"
"5515","2020","02","27","PED",2020-02-27,23,"SO"
"5516","2019","03","13","PED",2019-03-13,18,"SO"
"5517","2019","11","02","PED",2019-11-02,19,"SO"
"5518","2020","12","04","PED",2020-12-04,12,"SO"
"5519","2020","09","09","PED",2020-09-09,15,"SO"
"5520","2019","11","12","PED",2019-11-12,12,"SO"
"5521","2019","10","14","PED",2019-10-14,12,"SO"
"5522","2019","07","24","PED",2019-07-24,15,"SO"
"5523","2020","07","17","PED",2020-07-17,19,"SO"
"5524","2019","04","22","PED",2019-04-22,27,"SO"
"5525","2020","08","13","PED",2020-08-13,9,"SO"
"5526","2020","08","31","PED",2020-08-31,6,"SO"
"5527","2019","03","11","PED",2019-03-11,23,"SO"
"5528","2020","05","09","PED",2020-05-09,34,"SO"
"5529","2019","02","25","PED",2019-02-25,26,"SO"
"5530","2019","11","13","PED",2019-11-13,5,"SO"
"5531","2019","06","06","PED",2019-06-06,12,"SO"
"5532","2019","08","13","PED",2019-08-13,12,"SO"
"5533","2019","12","21","PED",2019-12-21,33,"SO"
"5534","2019","10","15","PED",2019-10-15,17,"SO"
"5535","2020","03","22","PED",2020-03-22,19,"SO"
"5536","2020","10","19","PED",2020-10-19,15,"SO"
"5537","2019","07","31","PED",2019-07-31,19,"SO"
"5538","2020","07","27","PED",2020-07-27,10,"SO"
"5539","2020","02","26","PED",2020-02-26,14,"SO"
"5540","2020","11","07","PED",2020-11-07,32,"SO"
"5541","2020","08","14","PED",2020-08-14,17,"SO"
"5542","2020","01","23","PED",2020-01-23,13,"SO"
"5543","2020","05","10","PED",2020-05-10,27,"SO"
"5544","2020","11","27","PED",2020-11-27,11,"SO"
"5545","2020","11","17","PED",2020-11-17,6,"SO"
"5546","2019","07","09","PED",2019-07-09,17,"SO"
"5547","2020","08","23","PED",2020-08-23,14,"SO"
"5548","2020","12","06","PED",2020-12-06,9,"SO"
"5549","2019","12","22","PED",2019-12-22,33,"SO"
"5550","2019","12","31","PED",2019-12-31,14,"SO"
"5551","2019","08","11","PED",2019-08-11,11,"SO"
"5552","2019","05","03","PED",2019-05-03,27,"SO"
"5553","2020","01","14","PED",2020-01-14,16,"SO"
"5554","2020","10","11","PED",2020-10-11,10,"SO"
"5555","2020","08","15","PED",2020-08-15,14,"SO"
"5556","2019","08","15","PED",2019-08-15,13,"SO"
"5557","2019","08","24","PED",2019-08-24,17,"SO"
"5558","2019","03","31","PED",2019-03-31,31,"SO"
"5559","2020","05","02","PED",2020-05-02,20,"SO"
"5560","2020","10","02","PED",2020-10-02,9,"SO"
"5561","2020","01","24","PED",2020-01-24,14,"SO"
"5562","2020","06","09","PED",2020-06-09,13,"SO"
"5563","2020","01","01","PED",2020-01-01,32,"SO"
"5564","2020","12","07","PED",2020-12-07,28,"SO"
"5565","2020","04","01","PED",2020-04-01,22,"SO"
"5566","2020","11","09","PED",2020-11-09,20,"SO"
"5567","2020","03","08","PED",2020-03-08,22,"SO"
"5568","2020","10","12","PED",2020-10-12,14,"SO"
"5569","2019","03","24","PED",2019-03-24,18,"SO"
"5570","2020","09","13","PED",2020-09-13,11,"SO"
"5571","2020","11","29","PED",2020-11-29,21,"SO"
"5572","2019","08","06","PED",2019-08-06,15,"SO"
"5573","2019","10","09","PED",2019-10-09,10,"SO"
"5574","2020","10","22","PED",2020-10-22,13,"SO"
"5575","2019","03","09","PED",2019-03-09,22,"SO"
"5576","2019","07","28","PED",2019-07-28,10,"SO"
"5577","2019","07","11","PED",2019-07-11,16,"SO"
"5578","2019","04","17","PED",2019-04-17,31,"SO"
"5579","2020","04","02","PED",2020-04-02,21,"SO"
"5580","2020","12","08","PED",2020-12-08,25,"SO"
"5581","2019","03","01","PED",2019-03-01,24,"SO"
"5582","2020","01","03","PED",2020-01-03,8,"SO"
"5583","2019","08","17","PED",2019-08-17,16,"SO"
"5584","2020","09","14","PED",2020-09-14,12,"SO"
"5585","2019","08","26","PED",2019-08-26,21,"SO"
"5586","2019","03","25","PED",2019-03-25,12,"SO"
"5587","2019","10","10","PED",2019-10-10,14,"SO"
"5588","2020","02","24","PED",2020-02-24,14,"SO"
"5589","2020","04","26","PED",2020-04-26,20,"SO"
"5590","2020","06","22","PED",2020-06-22,14,"SO"
"5591","2020","11","11","PED",2020-11-11,24,"SO"
"5592","2019","06","10","PED",2019-06-10,12,"SO"
"5593","2020","01","04","PED",2020-01-04,28,"SO"
"5594","2020","04","03","PED",2020-04-03,17,"SO"
"5595","2020","06","01","PED",2020-06-01,20,"SO"
"5596","2020","12","09","PED",2020-12-09,21,"SO"
"5597","2020","09","15","PED",2020-09-15,14,"SO"
"5598","2020","01","26","PED",2020-01-26,9,"SO"
"5599","2020","06","12","PED",2020-06-12,7,"SO"
"5600","2020","06","23","PED",2020-06-23,9,"SO"
"5601","2020","08","10","PED",2020-08-10,12,"SO"
"5602","2019","09","25","PED",2019-09-25,24,"SO"
"5603","2019","03","26","PED",2019-03-26,8,"SO"
"5604","2019","05","07","PED",2019-05-07,23,"SO"
"5605","2020","04","27","PED",2020-04-27,14,"SO"
"5606","2020","08","01","PED",2020-08-01,16,"SO"
"5607","2019","07","13","PED",2019-07-13,15,"SO"
"5608","2019","12","26","PED",2019-12-26,21,"SO"
"5609","2020","04","04","PED",2020-04-04,15,"SO"
"5610","2020","09","16","PED",2020-09-16,14,"SO"
"5611","2020","06","24","PED",2020-06-24,8,"SO"
"5612","2020","12","10","PED",2020-12-10,20,"SO"
"5613","2019","05","16","PED",2019-05-16,65,"SO"
"5614","2019","11","19","PED",2019-11-19,24,"SO"
"5615","2020","02","18","PED",2020-02-18,17,"SO"
"5616","2020","09","07","PED",2020-09-07,9,"SO"
"5617","2020","08","11","PED",2020-08-11,12,"SO"
"5618","2019","09","26","PED",2019-09-26,20,"SO"
"5619","2019","03","27","PED",2019-03-27,14,"SO"
"5620","2020","03","04","PED",2020-03-04,11,"SO"
"5621","2020","07","24","PED",2020-07-24,15,"SO"
"5622","2020","09","17","PED",2020-09-17,14,"SO"
"5623","2019","08","29","PED",2019-08-29,16,"SO"
"5624","2020","04","05","PED",2020-04-05,19,"SO"
"5625","2020","08","20","PED",2020-08-20,19,"SO"
"5626","2019","10","23","PED",2019-10-23,13,"SO"
"5627","2020","12","11","PED",2020-12-11,22,"SO"
"5628","2019","05","17","PED",2019-05-17,34,"SO"
"5629","2020","03","12","PED",2020-03-12,15,"SO"
"5630","2020","06","26","PED",2020-06-26,10,"SO"
"5631","2020","06","15","PED",2020-06-15,23,"SO"
"5632","2019","08","01","PED",2019-08-01,12,"SO"
"5633","2020","02","12","PED",2020-02-12,12,"SO"
"5634","2019","07","07","PED",2019-07-07,16,"SO"
"5635","2020","07","25","PED",2020-07-25,16,"SO"
"5636","2019","12","28","PED",2019-12-28,18,"SO"
"5637","2019","08","30","PED",2019-08-30,10,"SO"
"5638","2020","03","05","PED",2020-03-05,20,"SO"
"5639","2020","04","06","PED",2020-04-06,19,"SO"
"5640","2020","08","21","PED",2020-08-21,15,"SO"
"5641","2019","06","13","PED",2019-06-13,9,"SO"
"5642","2020","12","12","PED",2020-12-12,21,"SO"
"5643","2020","06","27","PED",2020-06-27,17,"SO"
"5644","2019","08","02","PED",2019-08-02,15,"SO"
"5645","2020","09","19","PED",2020-09-19,11,"SO"
"5646","2019","11","21","PED",2019-11-21,28,"SO"
"5647","2020","11","06","PED",2020-11-06,36,"SO"
"5648","2020","01","29","PED",2020-01-29,10,"SO"
"5649","2019","02","15","PED",2019-02-15,18,"SO"
"5650","2019","08","31","PED",2019-08-31,12,"SO"
"5651","2019","07","08","PED",2019-07-08,15,"SO"
"5652","2019","03","29","PED",2019-03-29,23,"SO"
"5653","2020","05","27","PED",2020-05-27,38,"SO"
"5654","2020","04","07","PED",2020-04-07,19,"SO"
"5655","2019","06","14","PED",2019-06-14,12,"SO"
"5656","2020","03","06","PED",2020-03-06,34,"SO"
"5657","2020","12","13","PED",2020-12-13,12,"SO"
"5658","2020","01","08","PED",2020-01-08,30,"SO"
"5659","2019","04","23","PED",2019-04-23,30,"SO"
"5660","2020","03","14","PED",2020-03-14,17,"SO"
"5661","2019","11","22","PED",2019-11-22,20,"SO"
"5662","2019","09","01","PED",2019-09-01,13,"SO"
"5663","2020","02","21","PED",2020-02-21,15,"SO"
"5664","2019","08","23","PED",2019-08-23,22,"SO"
"5665","2019","10","26","PED",2019-10-26,17,"SO"
"5666","2020","01","30","PED",2020-01-30,7,"SO"
"5667","2020","10","29","PED",2020-10-29,22,"SO"
"5668","2019","11","30","PED",2019-11-30,23,"SO"
"5669","2020","04","08","PED",2020-04-08,20,"SO"
"5670","2020","09","21","PED",2020-09-21,19,"SO"
"5671","2020","12","14","PED",2020-12-14,17,"SO"
"5672","2019","04","24","PED",2019-04-24,33,"SO"
"5673","2019","05","12","PED",2019-05-12,61,"SO"
"5674","2019","09","02","PED",2019-09-02,14,"SO"
"5675","2019","11","05","PED",2019-11-05,19,"SO"
"5676","2019","09","30","PED",2019-09-30,6,"SO"
"5677","2020","09","12","PED",2020-09-12,21,"SO"
"5678","2019","11","23","PED",2019-11-23,17,"SO"
"5679","2019","10","27","PED",2019-10-27,22,"SO"
"5680","2020","10","30","PED",2020-10-30,15,"SO"
"5681","2020","06","30","PED",2020-06-30,19,"SO"
"5682","2020","01","31","PED",2020-01-31,6,"SO"
"5683","2020","09","22","PED",2020-09-22,23,"SO"
"5684","2020","04","09","PED",2020-04-09,23,"SO"
"5685","2020","12","15","PED",2020-12-15,12,"SO"
"5686","2019","12","15","PED",2019-12-15,29,"SO"
"5687","2020","11","19","PED",2020-11-19,11,"SO"
"5688","2019","04","25","PED",2019-04-25,31,"SO"
"5689","2020","03","16","PED",2020-03-16,16,"SO"
"5690","2019","05","21","PED",2019-05-21,34,"SO"
"5691","2020","01","10","PED",2020-01-10,14,"SO"
"5692","2019","08","25","PED",2019-08-25,17,"SO"
"5693","2020","05","30","PED",2020-05-30,14,"SO"
"5694","2020","04","25","PED",2020-04-25,25,"SO"
"5695","2020","09","23","PED",2020-09-23,20,"SO"
"5696","2020","06","10","PED",2020-06-10,14,"SO"
"5697","2020","05","03","PED",2020-05-03,16,"SO"
"5698","2019","06","09","PED",2019-06-09,11,"SO"
"5699","2020","04","10","PED",2020-04-10,20,"SO"
"5700","2020","12","16","PED",2020-12-16,17,"SO"
"5701","2019","04","01","PED",2019-04-01,27,"SO"
"5702","2019","06","17","PED",2019-06-17,17,"SO"
"5703","2020","03","17","PED",2020-03-17,18,"SO"
"5704","2020","03","09","PED",2020-03-09,22,"SO"
"5705","2020","05","31","PED",2020-05-31,18,"SO"
"5706","2019","05","22","PED",2019-05-22,22,"SO"
"5707","2019","09","05","PED",2019-09-05,19,"SO"
"5708","2019","07","04","PED",2019-07-04,20,"SO"
"5709","2020","09","24","PED",2020-09-24,19,"SO"
"5710","2019","11","25","PED",2019-11-25,21,"SO"
"5711","2020","11","21","PED",2020-11-21,6,"SO"
"5712","2020","05","04","PED",2020-05-04,14,"SO"
"5713","2020","08","26","PED",2020-08-26,10,"SO"
"5714","2020","04","11","PED",2020-04-11,23,"SO"
"5715","2020","12","17","PED",2020-12-17,17,"SO"
"5716","2019","02","11","PED",2019-02-11,22,"SO"
"5717","2019","04","02","PED",2019-04-02,23,"SO"
"5718","2019","06","18","PED",2019-06-18,15,"SO"
