FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,FAR,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
03/01/2019,20,29,33,16,21,20,-99,-99,19,27,16,25,21,20,-99,15,-99,-99,-99,34,-99,32,28,16,26
03/01/2019,21,30,24,23,23,33,-99,-99,18,25,26,30,25,27,-99,16,-99,-99,-99,40,-99,28,33,21,26
03/01/2019,22,27,19,30,42,33,-99,-99,24,30,28,34,37,22,-99,20,-99,-99,-99,36,-99,37,33,24,44
03/01/2019,23,22,14,41,50,32,-99,-99,26,33,26,41,40,25,-99,20,-99,-99,-99,30,-99,45,31,26,46
03/01/2019,24,24,11,32,57,31,-99,-99,28,38,19,33,40,24,-99,16,-99,-99,-99,29,-99,40,26,27,39
04/01/2019,1,21,9,27,66,41,-99,-99,28,30,20,41,44,37,-99,33,-99,-99,-99,24,-99,41,36,31,45
04/01/2019,2,21,9,27,45,34,-99,-99,30,33,22,34,43,33,-99,38,-99,-99,-99,23,-99,33,38,29,48
04/01/2019,3,17,-99,32,36,32,-99,-99,26,33,22,37,40,27,-99,27,-99,-99,-99,19,-99,32,31,25,60
04/01/2019,4,17,4,27,37,29,-99,-99,29,28,20,29,31,28,-99,35,-99,-99,57,20,-99,32,25,23,50
04/01/2019,5,15,4,18,46,25,-99,-99,30,22,13,14,27,26,-99,35,-99,-99,63,18,-99,32,23,8,62
04/01/2019,6,16,4,26,40,24,-99,-99,36,22,7,24,27,38,-99,26,-99,-99,58,12,-99,28,19,14,58
04/01/2019,7,21,8,34,45,18,-99,-99,43,30,9,37,28,51,-99,53,-99,-99,49,20,-99,28,26,16,97
04/01/2019,8,20,9,30,47,20,-99,-99,52,35,6,49,32,67,-99,55,-99,-99,37,19,-99,34,35,37,73
04/01/2019,9,22,9,39,48,13,-99,-99,-99,36,-99,45,32,64,-99,45,-99,-99,54,-99,-99,35,28,31,77
04/01/2019,10,17,-99,39,-99,12,-99,-99,-99,48,-99,44,35,64,-99,47,-99,-99,42,-99,-99,73,14,53,83
04/01/2019,11,15,4,43,-99,22,-99,-99,-99,54,-99,51,23,25,-99,43,-99,-99,52,-99,-99,51,20,32,36
04/01/2019,12,25,10,41,-99,21,-99,-99,-99,40,-99,26,32,20,-99,31,-99,-99,39,37,-99,47,25,33,26
04/01/2019,13,48,10,37,-99,32,-99,-99,-99,36,-99,25,45,15,-99,5,-99,-99,22,43,-99,29,14,19,25
04/01/2019,14,35,19,29,64,22,-99,-99,26,33,-99,21,51,10,-99,12,-99,-99,28,57,-99,38,9,25,35
04/01/2019,15,34,22,33,84,15,-99,-99,27,34,-99,19,52,11,-99,16,-99,-99,22,58,-99,45,14,23,29
04/01/2019,16,39,38,34,62,18,-99,-99,43,42,-99,40,53,12,-99,20,-99,-99,35,51,-99,48,16,24,30
04/01/2019,17,40,19,34,60,17,-99,-99,41,43,-99,37,54,14,-99,18,-99,-99,27,41,-99,38,23,29,44
04/01/2019,18,40,25,37,46,25,-99,-99,47,47,9,30,57,15,-99,17,-99,-99,45,43,-99,25,20,6,48
04/01/2019,19,40,22,22,35,23,-99,-99,18,21,10,7,37,19,-99,15,-99,-99,41,52,-99,41,29,2,25
04/01/2019,20,41,38,20,24,19,-99,-99,17,22,14,19,19,27,-99,14,-99,-99,30,23,-99,22,26,25,18
04/01/2019,21,39,32,23,23,37,-99,-99,22,22,16,15,29,22,-99,20,-99,-99,22,22,-99,24,28,25,27
04/01/2019,22,31,30,29,29,25,-99,-99,27,27,17,26,28,46,-99,27,-99,-99,22,28,-99,29,34,23,27
04/01/2019,23,28,25,32,27,30,-99,-99,25,34,26,36,27,45,-99,35,-99,-99,26,24,-99,29,36,32,22
04/01/2019,24,28,28,33,31,34,-99,-99,27,33,25,35,29,39,-99,34,-99,-99,26,27,-99,28,38,29,34
05/01/2019,1,24,28,33,32,43,-99,-99,31,40,20,36,29,39,-99,37,-99,-99,32,25,-99,29,44,40,31
05/01/2019,2,23,25,32,32,33,-99,-99,61,36,18,34,21,42,-99,47,-99,-99,30,19,-99,29,48,37,49
05/01/2019,3,24,26,41,35,28,-99,-99,45,33,26,35,25,37,-99,33,-99,-99,40,19,-99,29,45,52,56
05/01/2019,4,20,16,31,33,21,-99,-99,41,41,32,39,27,26,-99,37,-99,-99,55,21,-99,15,40,58,47
05/01/2019,5,20,14,35,35,27,-99,-99,39,39,27,35,28,20,-99,45,-99,-99,47,25,-99,24,42,53,62
05/01/2019,6,20,15,31,27,26,-99,-99,43,37,28,32,25,28,-99,47,-99,-99,38,18,-99,23,40,27,54
05/01/2019,7,17,19,36,33,23,-99,-99,42,42,26,44,37,44,-99,47,-99,-99,33,23,-99,26,45,30,-99
05/01/2019,8,19,14,34,35,23,-99,-99,39,47,26,47,41,43,-99,50,-99,-99,43,31,-99,29,40,41,83
05/01/2019,9,30,19,43,52,20,-99,-99,48,52,23,52,47,40,-99,55,-99,-99,33,31,-99,33,35,46,66
05/01/2019,10,37,12,42,59,31,-99,-99,67,58,22,61,52,40,-99,53,-99,-99,46,29,-99,38,25,39,71
05/01/2019,11,43,3,55,52,32,-99,-99,77,74,19,68,62,52,-99,59,-99,-99,79,23,-99,73,26,56,100
05/01/2019,12,39,25,64,53,33,-99,-99,73,72,24,66,49,47,-99,56,-99,-99,69,42,-99,60,31,76,98
05/01/2019,13,35,37,50,49,40,-99,-99,66,59,31,57,31,31,-99,50,-99,-99,47,42,-99,40,29,59,81
05/01/2019,14,32,38,38,-99,28,-99,-99,44,34,33,48,33,30,-99,35,-99,-99,25,43,-99,38,28,42,28
05/01/2019,15,37,33,46,49,26,-99,-99,53,39,37,50,35,31,-99,39,-99,-99,33,40,-99,42,26,43,30
05/01/2019,16,40,34,48,58,31,-99,-99,45,57,35,51,44,23,-99,32,-99,-99,-99,30,-99,43,33,40,32
05/01/2019,17,38,35,46,38,33,-99,-99,39,44,39,46,42,20,-99,19,-99,-99,-99,33,-99,23,38,35,26
05/01/2019,18,43,42,36,31,37,-99,-99,25,30,41,40,33,22,-99,21,-99,-99,-99,32,-99,19,32,23,28
05/01/2019,19,41,46,33,32,40,-99,-99,39,38,33,40,31,49,-99,26,-99,-99,-99,34,-99,31,39,34,37
05/01/2019,20,37,34,27,38,32,-99,-99,21,31,34,38,36,43,-99,19,-99,-99,-99,37,-99,22,40,21,14
05/01/2019,21,31,31,15,28,24,-99,-99,19,21,34,34,22,57,-99,18,-99,-99,-99,30,-99,18,21,16,18
05/01/2019,22,33,29,23,11,22,-99,-99,20,22,31,23,24,51,-99,19,-99,-99,-99,28,-99,16,20,16,22
05/01/2019,23,24,27,25,29,35,-99,-99,23,23,23,18,25,27,-99,19,-99,-99,-99,22,-99,15,25,23,24
05/01/2019,24,18,23,21,33,36,-99,-99,23,22,17,21,22,37,-99,22,-99,-99,-99,19,-99,26,26,25,29
06/01/2019,1,17,17,18,22,33,-99,-99,22,24,14,28,21,23,-99,22,-99,-99,38,14,-99,16,46,23,25
06/01/2019,2,19,22,18,19,31,-99,-99,22,23,19,25,18,31,-99,33,-99,-99,26,12,-99,16,35,19,23
06/01/2019,3,17,22,25,14,23,-99,-99,26,19,24,18,20,44,-99,35,-99,-99,20,15,-99,12,34,29,24
06/01/2019,4,13,25,31,39,25,-99,-99,27,31,24,26,19,41,-99,27,-99,-99,21,20,-99,11,39,27,26
06/01/2019,5,14,21,25,28,24,-99,-99,27,33,21,32,23,36,-99,25,-99,-99,36,22,-99,13,41,43,22
06/01/2019,6,15,22,25,22,20,-99,-99,30,31,15,28,23,33,-99,27,-99,-99,30,-99,-99,15,30,29,37
06/01/2019,7,19,18,28,21,25,-99,-99,35,32,12,38,26,25,-99,35,-99,-99,27,-99,-99,9,34,42,26
06/01/2019,8,18,16,34,29,25,-99,-99,32,37,18,38,29,33,-99,42,-99,-99,40,-99,-99,22,31,35,35
06/01/2019,9,17,18,38,36,23,-99,-99,37,40,21,38,29,50,-99,35,-99,-99,33,-99,-99,15,36,41,38
06/01/2019,10,23,22,46,36,20,-99,-99,49,48,22,46,36,40,-99,32,-99,-99,24,18,-99,26,22,41,56
06/01/2019,11,30,12,45,44,31,-99,-99,53,63,26,52,39,30,-99,37,-99,-99,38,21,-99,47,16,49,45
06/01/2019,12,26,33,38,39,29,-99,-99,46,49,27,45,33,28,-99,43,-99,-99,55,33,-99,31,10,44,47
06/01/2019,13,33,33,34,35,25,-99,-99,48,28,26,39,27,16,-99,33,-99,-99,40,35,-99,27,16,39,67
06/01/2019,14,28,35,27,43,20,-99,-99,49,20,25,34,31,11,-99,29,-99,-99,25,39,-99,23,17,32,30
06/01/2019,15,25,26,30,33,20,-99,-99,19,34,24,38,22,12,-99,34,-99,-99,15,37,-99,24,19,46,18
06/01/2019,16,19,23,19,26,22,-99,-99,13,13,19,26,28,10,-99,16,-99,-99,20,25,-99,13,23,22,13
06/01/2019,17,28,28,20,18,21,-99,-99,21,23,20,17,16,20,-99,16,-99,-99,28,16,-99,24,24,24,21
06/01/2019,18,24,26,25,32,19,-99,-99,29,27,17,21,30,21,-99,25,-99,-99,25,23,-99,14,18,20,24
06/01/2019,19,23,50,25,29,34,-99,-99,27,30,19,16,22,27,-99,25,-99,-99,11,28,-99,11,31,47,27
06/01/2019,20,26,48,22,18,37,-99,-99,22,30,25,30,26,27,-99,29,-99,-99,16,30,-99,25,37,15,27
06/01/2019,21,21,50,30,20,34,-99,-99,20,26,27,24,28,19,-99,26,-99,-99,31,34,-99,23,90,22,25
06/01/2019,22,22,37,20,28,35,-99,-99,24,23,20,35,23,23,-99,25,-99,-99,20,20,-99,24,58,20,15
06/01/2019,23,16,24,21,23,30,-99,-99,21,23,22,23,29,28,-99,20,-99,-99,15,23,-99,21,35,24,11
06/01/2019,24,18,15,25,34,30,-99,-99,30,33,18,31,26,40,-99,25,-99,-99,33,22,-99,18,41,24,32
07/01/2019,1,15,-99,23,21,32,-99,-99,34,31,11,40,22,36,-99,29,-99,-99,14,9,-99,13,43,25,35
07/01/2019,2,11,-99,23,33,26,-99,-99,26,30,11,29,27,36,-99,34,-99,-99,53,15,-99,17,34,29,33
07/01/2019,3,15,-99,22,30,23,-99,-99,35,30,12,36,20,32,-99,37,-99,-99,20,7,-99,18,43,27,28
07/01/2019,4,16,-99,26,32,24,-99,-99,45,33,11,32,15,26,-99,41,-99,-99,47,12,-99,19,37,31,48
07/01/2019,5,17,-99,23,30,21,-99,-99,39,39,12,31,21,28,-99,38,-99,-99,42,8,-99,18,36,28,37
07/01/2019,6,13,-99,31,22,18,-99,-99,36,43,10,44,22,32,-99,33,-99,-99,33,13,-99,21,26,38,42
07/01/2019,7,9,-99,37,23,19,-99,-99,41,42,11,62,36,43,-99,35,-99,-99,30,18,-99,20,24,42,54
07/01/2019,8,15,-99,35,34,22,-99,-99,44,46,12,68,38,54,-99,36,-99,-99,23,15,-99,21,32,39,60
07/01/2019,9,13,-99,37,33,22,-99,-99,45,46,15,55,40,55,-99,36,-99,-99,44,19,-99,27,29,48,52
07/01/2019,10,12,-99,37,48,30,-99,-99,49,55,15,64,53,52,-99,53,-99,-99,20,16,-99,35,19,33,66
07/01/2019,11,24,-99,43,62,36,-99,-99,60,66,13,73,43,43,-99,59,-99,-99,47,21,-99,37,20,59,77
07/01/2019,12,8,-99,43,58,33,-99,-99,70,60,14,67,41,25,-99,43,-99,-99,32,23,-99,37,23,58,59
07/01/2019,13,14,-99,38,24,18,-99,-99,25,34,22,33,25,8,-99,38,-99,-99,29,11,-99,19,12,29,21
07/01/2019,14,28,-99,17,53,21,-99,-99,33,23,17,28,20,8,-99,17,-99,-99,23,13,-99,22,9,26,28
07/01/2019,15,27,-99,29,34,14,-99,-99,26,31,25,35,27,5,-99,13,-99,-99,24,21,-99,20,16,22,21
07/01/2019,16,30,-99,29,19,27,-99,-99,16,25,28,20,24,3,-99,14,-99,-99,11,37,-99,28,19,19,14
07/01/2019,17,23,-99,18,20,23,-99,-99,11,21,22,27,19,13,-99,12,-99,-99,14,28,-99,26,20,9,20
07/01/2019,18,20,-99,19,16,22,-99,-99,14,22,19,20,15,10,-99,18,-99,-99,14,17,-99,17,14,11,12
07/01/2019,19,14,-99,12,19,23,-99,-99,14,10,18,20,12,8,-99,17,-99,-99,9,14,-99,17,21,30,10
07/01/2019,20,10,-99,10,26,13,-99,-99,13,15,14,21,10,13,-99,17,-99,-99,11,16,-99,23,21,13,17
07/01/2019,21,12,-99,11,23,17,-99,-99,17,15,15,25,17,15,-99,15,-99,-99,33,14,-99,19,29,11,17
07/01/2019,22,14,-99,15,13,18,-99,-99,18,19,16,19,17,21,-99,18,-99,-99,17,16,-99,20,22,16,16
07/01/2019,23,18,-99,21,23,20,-99,-99,14,20,17,17,19,23,-99,71,-99,-99,19,18,-99,22,20,19,13
07/01/2019,24,17,-99,22,24,19,-99,-99,22,22,17,25,16,26,-99,114,-99,-99,20,17,-99,25,22,21,32
08/01/2019,1,13,-99,26,27,18,-99,-99,22,26,9,35,18,34,-99,57,-99,-99,21,11,-99,30,21,23,21
08/01/2019,2,14,-99,14,19,17,-99,-99,24,27,4,22,18,18,-99,27,-99,-99,26,9,-99,10,25,25,11
08/01/2019,3,12,-99,9,11,10,-99,-99,22,23,5,32,10,17,-99,38,-99,-99,-99,5,-99,9,24,18,47
08/01/2019,4,12,-99,11,11,5,-99,-99,30,16,8,28,14,8,-99,33,-99,-99,-99,7,-99,10,24,25,38
08/01/2019,5,15,-99,7,21,11,-99,-99,25,17,4,30,13,10,-99,33,-99,-99,-99,5,-99,13,24,32,33
08/01/2019,6,15,-99,22,14,8,-99,-99,24,24,2,19,17,21,-99,25,-99,-99,-99,9,-99,6,28,21,48
08/01/2019,7,15,-99,13,14,11,-99,-99,29,34,3,34,24,-99,-99,21,-99,-99,-99,9,-99,12,32,20,54
08/01/2019,8,16,-99,21,21,13,-99,-99,37,39,5,31,23,-99,-99,30,-99,-99,-99,13,-99,22,29,28,92
08/01/2019,9,21,-99,35,28,9,-99,-99,41,39,8,41,27,42,-99,32,-99,-99,-99,16,-99,32,23,34,103
08/01/2019,10,24,-99,41,43,27,-99,-99,43,44,6,44,41,42,-99,36,-99,-99,-99,24,-99,33,28,17,65
08/01/2019,11,27,-99,38,48,28,-99,-99,50,51,7,42,57,27,-99,41,-99,-99,16,24,-99,41,25,15,55
08/01/2019,12,38,-99,44,45,31,-99,-99,53,50,4,47,50,19,-99,29,-99,-99,28,32,-99,52,26,38,45
08/01/2019,13,34,-99,48,68,36,-99,-99,72,51,10,64,43,11,-99,29,-99,-99,25,28,-99,20,25,44,41
08/01/2019,14,29,-99,47,47,37,-99,-99,46,61,13,52,34,7,-99,29,-99,-99,24,24,-99,19,16,43,15
08/01/2019,15,42,-99,50,33,30,-99,-99,19,50,6,39,28,17,-99,24,-99,-99,32,38,-99,18,34,33,20
08/01/2019,16,43,-99,26,9,28,-99,-99,15,34,14,32,26,8,-99,23,-99,-99,10,37,-99,13,21,18,16
08/01/2019,17,28,-99,26,20,10,-99,-99,16,21,29,27,23,-99,-99,12,-99,-99,3,18,-99,13,11,14,8
08/01/2019,18,19,-99,20,22,9,-99,-99,6,16,21,-99,19,17,-99,14,-99,-99,10,9,-99,15,15,12,11
08/01/2019,19,18,-99,4,6,18,-99,-99,10,10,25,-99,12,14,-99,26,-99,-99,-99,10,-99,9,13,-99,8
08/01/2019,20,16,-99,11,23,11,-99,-99,12,11,17,-99,12,14,-99,20,-99,-99,19,10,-99,15,26,11,14
08/01/2019,21,9,-99,12,19,13,-99,-99,10,18,9,7,8,26,-99,18,-99,-99,11,10,-99,14,21,14,9
08/01/2019,22,7,-99,8,12,15,-99,-99,13,11,5,15,8,54,-99,16,-99,-99,10,8,-99,21,27,20,13
08/01/2019,23,5,-99,4,18,15,-99,-99,11,14,6,4,13,59,-99,12,-99,-99,12,14,-99,15,11,16,32
08/01/2019,24,5,-99,13,15,8,-99,-99,13,15,7,25,10,43,-99,16,-99,-99,13,7,-99,24,13,15,15
09/01/2019,1,5,-99,18,-99,8,-99,-99,17,15,5,23,8,55,-99,34,-99,-99,9,5,-99,23,12,19,11
09/01/2019,2,3,-99,12,-99,9,-99,-99,20,17,3,26,4,44,-99,44,-99,-99,13,4,-99,10,22,34,35
09/01/2019,3,5,-99,6,-99,10,-99,-99,20,16,6,21,6,32,-99,61,-99,-99,20,5,-99,8,11,51,25
09/01/2019,4,6,-99,11,-99,9,-99,-99,23,19,6,26,13,29,-99,36,-99,-99,22,4,-99,21,12,44,53
09/01/2019,5,6,-99,21,-99,12,-99,-99,30,23,5,22,14,37,-99,33,-99,-99,25,9,-99,16,10,34,34
09/01/2019,6,6,-99,27,-99,11,-99,-99,30,33,7,21,16,26,-99,28,-99,-99,30,10,-99,10,9,23,33
09/01/2019,7,9,-99,32,-99,10,-99,-99,42,34,7,39,26,29,-99,33,-99,-99,52,10,-99,13,16,31,35
09/01/2019,8,9,-99,32,-99,16,-99,-99,41,35,5,52,20,47,-99,45,-99,-99,52,15,-99,16,26,32,38
09/01/2019,9,23,-99,43,-99,23,-99,-99,43,47,6,53,18,52,-99,57,-99,-99,36,16,-99,29,34,62,55
09/01/2019,10,30,-99,53,-99,40,-99,-99,48,61,4,48,28,36,-99,60,-99,-99,46,34,-99,33,46,59,52
09/01/2019,11,42,-99,47,-99,56,-99,-99,49,44,13,41,39,29,-99,47,-99,-99,46,29,-99,36,58,31,52
09/01/2019,12,39,-99,44,-99,35,-99,-99,52,41,20,56,37,24,-99,29,-99,-99,21,37,-99,29,53,47,23
09/01/2019,13,34,-99,36,-99,27,-99,-99,26,50,23,54,40,24,-99,59,-99,-99,20,-99,-99,26,23,48,28
09/01/2019,14,25,-99,49,-99,23,-99,-99,21,44,24,27,42,24,-99,40,-99,-99,20,32,-99,28,22,47,28
09/01/2019,15,37,-99,42,-99,28,-99,-99,32,28,26,34,34,23,-99,20,-99,-99,25,50,-99,30,34,31,25
09/01/2019,16,39,-99,42,-99,34,-99,-99,30,43,29,21,32,27,-99,45,-99,-99,28,48,-99,31,32,32,23
09/01/2019,17,36,-99,40,-99,25,-99,-99,24,27,35,26,35,27,-99,35,-99,-99,24,39,-99,21,32,27,25
09/01/2019,18,45,-99,29,-99,28,-99,-99,23,19,44,19,36,28,-99,34,-99,-99,26,29,-99,23,40,28,28
09/01/2019,19,47,-99,34,-99,34,-99,-99,24,25,42,39,35,41,-99,31,-99,-99,-99,46,-99,18,52,19,21
09/01/2019,20,44,-99,16,-99,31,-99,-99,15,24,39,25,22,10,-99,52,-99,-99,-99,24,-99,13,69,27,21
09/01/2019,21,25,-99,12,-99,16,-99,-99,14,14,31,15,16,11,-99,47,-99,-99,12,25,-99,8,34,15,9
09/01/2019,22,22,-99,12,-99,11,-99,-99,16,16,27,15,17,9,-99,14,-99,-99,13,19,-99,6,10,15,3
09/01/2019,23,21,-99,9,-99,13,-99,-99,16,11,30,16,12,6,-99,12,-99,-99,17,22,-99,11,6,13,18
